gene_id,DRR095904,DRR095905,DRR095906,DRR095907,DRR095908,DRR095909
MSTRG.13297,624,896,919,1711,1393,1024
MSTRG.13298,165,145,157,555,510,370
MSTRG.13299,232,153,157,1430,1080,477
gene-QOZ80_2BG0202140,6,0,0,13,8,11
MSTRG.13300,334,436,313,3099,2141,1269
MSTRG.13301,12,34,16,329,293,184
MSTRG.13303,3547,3471,4257,18530,17754,15002
MSTRG.13304,233,269,361,719,709,410
MSTRG.13307,26,44,74,375,417,286
MSTRG.13306,261,580,365,854,802,598
MSTRG.13309,0,10,0,0,0,0
MSTRG.13310,0,23,27,90,50,22
MSTRG.13308,213,183,121,209,289,129
MSTRG.13311,11,0,13,8,15,10
MSTRG.13312,64,55,19,853,685,451
MSTRG.13313,150,206,167,230,203,104
MSTRG.13316,37,86,77,477,336,356
MSTRG.13314,23,22,16,9,19,6
MSTRG.13315,7192,9177,10225,1529,2064,1932
MSTRG.13317,3746,3705,3135,1449,2297,1503
MSTRG.13318,244,247,296,629,552,323
MSTRG.13320,0,56,0,10,8,15
MSTRG.13319,229,199,190,257,380,239
MSTRG.13321,28,39,25,1001,680,377
MSTRG.13322,36,10,62,239,199,138
MSTRG.13326,20,7,6,195,199,103
MSTRG.13324,155,226,217,1728,1241,829
MSTRG.13327,279,388,411,2909,2242,1452
MSTRG.13329,142,117,136,501,524,343
MSTRG.13330,83,181,175,219,175,177
gene-QOZ80_2BG0202640,7,0,4,0,0,2
MSTRG.13332,20,8,39,45,55,24
MSTRG.13333,4,52,17,52,43,24
MSTRG.13331,423,658,537,2006,1800,1083
MSTRG.13334,72,50,74,425,348,249
MSTRG.13338,11,9,5,29,43,9
MSTRG.13337,376,641,707,2075,1543,1115
MSTRG.13341,17,42,49,113,76,43
MSTRG.13342,5,26,39,56,106,51
MSTRG.13343,32,51,18,455,334,225
MSTRG.13344,333,672,653,833,650,363
MSTRG.13336,0,784,0,329,321,191
MSTRG.13335,7593,9230,11547,3292,3298,2230
MSTRG.13345,154,73,55,36,45,9
MSTRG.13347,2,0,2,217,239,130
MSTRG.13346,1251,1650,1737,2088,1654,1134
MSTRG.13348,43,76,38,225,316,277
MSTRG.13349,6,12,0,14,16,6
MSTRG.13350,38,79,75,583,237,185
MSTRG.13351,122,158,327,227,244,186
MSTRG.13352,142,129,150,63,69,39
MSTRG.13353,136,118,156,197,122,111
MSTRG.13354,12,12,27,36,26,43
MSTRG.13355,174,230,204,670,575,413
MSTRG.13358,16,5,0,4,6,2
MSTRG.13356,73,104,85,619,627,393
MSTRG.13361,0,30,0,682,377,155
MSTRG.13362,17,47,29,35,46,27
MSTRG.13359,219,224,238,2487,2262,1381
MSTRG.13360,8,26,19,566,347,110
MSTRG.13363,39,55,41,32,62,25
MSTRG.13364,4,11,21,269,333,103
MSTRG.13365,46,0,78,222,177,89
MSTRG.13366,138,59,91,1386,1584,724
MSTRG.13367,7,3,2,491,414,52
MSTRG.13368,178,174,251,810,604,419
MSTRG.13369,23,35,33,374,458,262
MSTRG.13370,94,81,90,720,607,434
MSTRG.13372,28,2,1,34,30,22
MSTRG.13373,62,131,211,194,234,167
MSTRG.13374,237,69,98,24,29,26
MSTRG.13376,131,188,235,890,586,395
gene-QOZ80_2BG0203270,0,0,0,15,21,6
MSTRG.13377,66,66,42,258,182,154
MSTRG.13380,66,110,164,6,15,4
gene-QOZ80_2BG0203310,2,11,6,6,7,5
MSTRG.13379,1757,2581,2076,1953,1337,1223
MSTRG.13381,282,492,477,1641,1287,761
MSTRG.13382,2355,3014,4807,3164,2863,1678
MSTRG.13383,114,116,205,688,561,378
MSTRG.13384,104,131,152,1421,1025,536
gene-QOZ80_2BG0203400,7,0,0,0,0,0
MSTRG.13385,59,35,149,445,280,146
MSTRG.13386,38,17,17,12,13,7
MSTRG.13387,117,99,82,263,345,289
MSTRG.13388,29,30,14,72,99,49
MSTRG.13389,49,24,81,284,175,160
MSTRG.13392,0,22,17,82,105,48
MSTRG.13393,6,55,17,81,88,58
MSTRG.13390,72,70,164,694,521,341
MSTRG.13391,52,18,74,203,185,113
MSTRG.13394,20,63,28,275,233,151
MSTRG.13395,224,133,211,846,715,450
MSTRG.13396,57,86,85,876,618,336
MSTRG.13397,143,95,146,1344,1191,890
MSTRG.13398,250,358,388,1120,903,590
MSTRG.13399,445,310,352,1086,633,347
MSTRG.13400,23,0,0,178,172,44
MSTRG.13401,7,16,0,7,3,2
MSTRG.13402,275,462,644,1043,1042,778
MSTRG.13404,0,0,0,21,17,1
MSTRG.13405,28,0,0,0,0,0
MSTRG.13403,624,897,948,1425,1215,968
MSTRG.13406,75,104,67,366,390,280
MSTRG.13407,53,62,53,14729,8373,4629
MSTRG.13409,15,46,37,234,201,94
MSTRG.13408,137,167,186,1408,1404,777
MSTRG.13410,140,353,323,1656,1171,878
MSTRG.13413,53,62,61,330,344,213
MSTRG.13414,0,14,9,0,11,2
MSTRG.13411,655,532,737,1979,1396,1229
gene-QOZ80_2BG0203800,1,10,4,20,15,1
MSTRG.13416,100,189,100,131,77,17
MSTRG.13417,151,259,243,466,441,368
MSTRG.13418,101,267,191,879,745,467
gene-QOZ80_2BG0203880,0,0,0,40,43,21
MSTRG.13419,112,137,138,1230,900,570
MSTRG.13422,59,109,57,135,83,48
MSTRG.13420,1128,1413,1740,18489,8101,2649
MSTRG.13423,153,293,278,738,587,410
MSTRG.13424,205,157,256,1061,745,330
gene-QOZ80_2BG0203960,24,16,26,22,15,19
MSTRG.13425,2319,2348,2706,2684,3275,2789
MSTRG.13426,152,228,196,205,249,131
MSTRG.13428,0,44,0,0,0,0
MSTRG.13429,28,32,109,221,190,144
MSTRG.13427,184,226,165,404,369,62
MSTRG.13432,67,73,38,295,221,110
MSTRG.13433,0,0,9,0,0,0
MSTRG.13430,276,70,98,1604,2209,1004
MSTRG.13431,979,1225,1324,3177,2412,1694
MSTRG.13434,332,379,506,916,751,528
MSTRG.13436,52,11,10,90,168,48
MSTRG.13437,17,21,38,223,182,82
MSTRG.13435,4058,7147,9310,1119,1339,884
gene-QOZ80_2BG0204130,0,0,0,0,7,0
MSTRG.13439,17,14,24,267,215,109
MSTRG.13440,0,0,0,85,58,24
MSTRG.13438,621,783,704,1727,1367,1199
MSTRG.13443,50,100,82,305,304,227
MSTRG.13445,30,30,0,220,191,42
MSTRG.13446,11,0,11,23,37,22
MSTRG.13448,7,0,19,130,61,34
MSTRG.13447,128,227,169,114,66,71
MSTRG.13449,153,297,290,821,659,437
MSTRG.13450,382,401,362,1347,1084,670
MSTRG.13451,628,595,693,2127,1516,1002
MSTRG.13452,215,225,307,927,805,726
MSTRG.13453,47,15,0,177,155,152
MSTRG.13455,125,229,189,583,399,231
MSTRG.13456,90,145,145,356,392,233
MSTRG.13459,2,18,25,349,121,12
MSTRG.13457,4,0,0,76,34,0
MSTRG.13458,0,0,0,2,0,0
gene-QOZ80_2BG0204460,16,0,0,7,17,6
MSTRG.13461,0,0,0,0,0,0
MSTRG.13460,10,0,0,0,2,0
MSTRG.13462,279,297,354,767,395,325
MSTRG.13463,324,475,533,2696,2116,1279
MSTRG.13464,115,94,104,461,499,304
MSTRG.13465,303,592,383,649,666,597
MSTRG.13466,48,21,32,126,128,80
MSTRG.13468,20,0,30,139,117,69
MSTRG.13469,146,148,156,1778,1290,820
MSTRG.13470,51,86,73,327,300,148
gene-QOZ80_2BG0204620,2,0,0,13,15,9
MSTRG.13467,3798,5154,6022,9008,6921,4645
MSTRG.13473,8,0,18,25,39,27
MSTRG.13471,172,159,367,1221,1059,773
MSTRG.13474,13,21,8,33,40,16
MSTRG.13472,27,75,21,69,73,56
MSTRG.13476,0,26,25,19,13,6
MSTRG.13475,237,255,401,737,626,350
MSTRG.13477,63,141,64,323,278,223
MSTRG.13478,83,78,86,499,538,268
MSTRG.13479,157,175,287,969,746,483
MSTRG.13481,9,0,20,326,176,90
MSTRG.13482,0,0,12,3,2,2
MSTRG.13483,44,88,16,384,468,305
MSTRG.13480,132,132,121,729,566,371
MSTRG.13485,7,0,4,13,19,6
MSTRG.13486,2,0,8,11,7,2
MSTRG.13484,76,30,73,340,351,259
MSTRG.13487,840,822,907,503,396,511
MSTRG.13488,134,47,117,221,210,172
MSTRG.13489,56,52,139,9,6,10
MSTRG.13490,249,461,299,1263,1012,645
MSTRG.13492,13,7,3,33,53,19
MSTRG.13491,557,738,711,1677,1463,891
MSTRG.13493,69,81,87,1347,713,517
MSTRG.13495,12,59,13,452,434,356
MSTRG.13494,216,205,303,451,254,133
MSTRG.13496,59,20,30,179,77,68
MSTRG.13497,259,263,384,795,718,493
MSTRG.13499,18,75,20,0,0,5
MSTRG.13498,79,142,146,333,336,258
MSTRG.13500,35,0,19,25,31,14
MSTRG.13501,284,313,330,300,246,133
MSTRG.13502,269,510,409,838,629,438
MSTRG.13503,15,36,16,59,50,37
MSTRG.13504,208,181,203,636,598,540
MSTRG.13505,49,44,38,10,0,6
MSTRG.13506,58,75,60,96,71,69
MSTRG.13507,15,0,0,33,34,31
MSTRG.13508,374,364,413,1542,1280,1010
MSTRG.13509,395,98,87,854,1412,306
gene-QOZ80_2BG0205180,2,0,0,0,2,1
MSTRG.13510,87,89,10,2621,1400,635
MSTRG.13511,47,55,105,527,621,349
MSTRG.13512,48,18,30,8,5,13
MSTRG.13513,345,457,366,1951,1389,1161
MSTRG.13514,109,175,143,875,704,386
MSTRG.13515,32,23,21,143,174,127
MSTRG.13516,40,73,133,56,40,28
MSTRG.13517,74,185,121,72,96,67
MSTRG.13518,33,65,98,144,194,140
MSTRG.13519,85,82,152,525,525,300
MSTRG.13520,400,669,659,841,618,413
MSTRG.13521,982,642,1158,3832,2674,1687
MSTRG.13522,16,10,19,157,126,59
MSTRG.13523,13,0,6,0,0,3
MSTRG.13524,824,1082,1503,1538,1893,1084
MSTRG.13525,116,118,106,321,260,194
MSTRG.13526,11,19,7,166,122,73
MSTRG.13527,0,0,0,61,99,46
MSTRG.13528,629,852,773,3143,2277,1394
MSTRG.13530,31,35,18,104,127,40
MSTRG.13529,430,356,589,944,870,704
MSTRG.13531,155,388,416,728,660,433
MSTRG.13534,86,70,143,1513,1408,927
MSTRG.13536,14,50,18,21,46,28
MSTRG.13535,65,117,35,163,145,93
MSTRG.13537,78,86,116,917,956,461
MSTRG.13533,112,153,164,602,513,364
MSTRG.13532,1916,1185,1660,782,1359,772
MSTRG.13539,0,20,0,8,11,8
MSTRG.13538,599,665,785,726,800,428
MSTRG.13540,339,56,41,40,172,60
MSTRG.13542,10,14,6,137,138,62
MSTRG.13544,5,15,2,171,177,135
MSTRG.13545,0,29,24,30,38,6
MSTRG.13546,2,18,2,213,248,49
MSTRG.13543,275,394,579,18,12,13
MSTRG.13548,4,12,2,14,16,15
MSTRG.13550,0,66,58,5,0,0
MSTRG.13541,3829,4216,5314,6279,5448,4174
MSTRG.13549,139,154,177,209,200,176
MSTRG.13551,82,30,48,482,511,258
MSTRG.13553,0,0,8,65,75,25
MSTRG.13552,164,278,228,530,476,330
MSTRG.13555,12,0,11,45,27,18
MSTRG.13554,3186,3258,4166,2437,2207,1871
MSTRG.13556,467,726,748,1916,1574,1172
MSTRG.13558,12,0,0,10,13,3
MSTRG.13557,312,395,423,1706,1456,882
MSTRG.13559,854,1104,1621,1129,1101,500
gene-QOZ80_2BG0205920,0,0,0,0,0,0
MSTRG.13560,77,88,146,369,290,135
MSTRG.13561,101,174,220,716,611,392
MSTRG.13562,163,218,205,1354,1045,705
MSTRG.13563,378,588,382,1072,1210,729
MSTRG.13564,281,457,341,6231,4576,2801
MSTRG.13567,44,47,68,547,519,466
MSTRG.13568,36,30,50,255,228,186
MSTRG.13565,1234,1756,1022,37312,33602,37573
MSTRG.13566,892,1026,1168,3786,3576,3266
MSTRG.13569,13,7,4,178,171,122
MSTRG.13570,36,20,25,210,207,123
MSTRG.13571,91,50,133,589,547,343
MSTRG.13573,11,16,23,165,74,26
MSTRG.13572,798,1082,1146,3649,2769,1931
MSTRG.13574,1135,1124,1270,870,719,555
MSTRG.13575,254,306,261,958,708,522
MSTRG.13576,0,0,0,0,0,0
MSTRG.13577,18,43,144,342,230,156
gene-QOZ80_2BG0206120,3,11,0,54,54,29
MSTRG.13579,12,0,1,10,0,10
MSTRG.13580,6,0,8,11,0,4
MSTRG.13581,0,0,6,17,9,15
MSTRG.13582,19,21,31,177,201,106
MSTRG.13578,823,1028,1185,2351,2030,1692
MSTRG.13583,142,260,175,672,585,398
MSTRG.13584,35,0,7,24,33,32
MSTRG.13585,0,0,12,10,8,8
MSTRG.13586,4,3,7,13,9,13
MSTRG.13588,4,19,17,36,79,33
MSTRG.13590,8,0,0,135,148,95
MSTRG.13589,117,222,143,345,364,205
MSTRG.13592,172,105,155,501,495,406
MSTRG.13593,81,111,120,506,465,316
gene-QOZ80_2BG0206300,3,6,0,48,32,23
MSTRG.13594,30,49,23,339,304,145
MSTRG.13595,54,93,70,1129,668,392
MSTRG.13596,46,76,20,1043,1019,633
MSTRG.13597,298,328,325,1885,1460,978
MSTRG.13598,2,7,6,12,14,3
MSTRG.13599,173,277,136,549,329,214
MSTRG.13600,770,1320,999,2858,2698,2322
MSTRG.13601,110,177,96,399,313,236
MSTRG.13602,48,52,55,686,582,374
MSTRG.13603,467,393,409,2637,1728,978
MSTRG.13604,406,627,654,1247,1125,762
MSTRG.13606,60,75,126,452,342,235
MSTRG.13607,7,15,35,194,146,112
MSTRG.13609,0,0,12,0,0,0
MSTRG.13608,4,0,0,27,17,8
MSTRG.13605,2303,3114,3806,1568,1537,920
MSTRG.13610,386,851,692,1846,1314,927
MSTRG.13611,898,652,590,1742,1933,1991
gene-QOZ80_2BG0206530,12,0,0,0,0,0
MSTRG.13612,1052,1020,1182,2140,2480,1637
MSTRG.13613,251,259,336,977,747,416
MSTRG.13614,137,208,144,417,351,197
MSTRG.13615,61,167,98,13,16,53
MSTRG.13616,15,0,0,3,3,2
MSTRG.13617,65,95,147,292,252,147
gene-QOZ80_2BG0206570,0,0,0,4,7,12
MSTRG.13619,35,61,35,216,170,123
MSTRG.13618,64,168,120,588,468,232
MSTRG.13621,12,3,12,26,46,10
MSTRG.13623,4,11,16,655,569,285
MSTRG.13624,0,27,19,163,151,123
MSTRG.13622,264,414,480,1947,1385,827
MSTRG.13625,39,71,59,212,171,135
MSTRG.13629,0,9,7,379,242,86
MSTRG.13626,685,982,1021,6203,4605,3126
MSTRG.13627,0,0,20,286,268,148
MSTRG.13631,10,4,0,102,75,52
MSTRG.13630,652,822,990,843,590,315
MSTRG.13632,13,32,34,20,22,6
MSTRG.13633,51,113,73,177,166,103
MSTRG.13634,295,416,350,1459,1033,507
MSTRG.13635,35,22,27,33,38,20
MSTRG.13636,36,14,11,65,66,20
MSTRG.13637,51,69,69,152,183,117
MSTRG.13643,76,99,102,83,112,85
MSTRG.13638,0,17,0,19,8,8
MSTRG.13640,34,53,87,150,117,112
MSTRG.13641,532,601,490,4612,3056,1676
MSTRG.13639,814,1344,1347,1657,911,542
MSTRG.13642,1946,2548,2236,299,267,347
MSTRG.13644,964,1810,1626,3677,3697,2851
gene-QOZ80_2BG0206960,5,0,0,0,7,0
MSTRG.13645,138,165,220,889,765,599
MSTRG.13646,354,514,415,797,677,459
MSTRG.13649,16,5,0,3,6,3
MSTRG.13648,230,348,326,1310,1004,733
MSTRG.13650,56,99,102,454,337,323
MSTRG.13651,146,190,189,260,358,153
MSTRG.13652,94,111,126,423,420,210
MSTRG.13655,2,10,0,0,0,8
MSTRG.13654,50,34,20,38,56,24
MSTRG.13653,64,162,84,125,108,72
MSTRG.13656,38,15,29,330,319,178
MSTRG.13657,476,665,899,2876,2429,1325
MSTRG.13658,164,151,107,408,352,179
MSTRG.13659,27,0,47,155,151,113
MSTRG.13661,101,98,95,249,207,123
MSTRG.13663,9,0,0,1,0,0
MSTRG.13662,287,471,532,1436,1289,685
MSTRG.13664,60,97,95,122,178,97
MSTRG.13665,9,0,0,0,0,0
MSTRG.13666,158,225,130,565,496,397
MSTRG.13668,640,896,1030,1108,1263,677
MSTRG.13676,0,0,0,3,0,3
MSTRG.13675,10,0,1,11,26,13
MSTRG.13672,0,35,0,6,1,4
MSTRG.13674,0,7,2,1,1,0
MSTRG.13671,232,163,182,1168,842,609
MSTRG.13673,302,364,500,1968,1878,1238
MSTRG.13677,10,13,7,96,107,80
MSTRG.13678,148,73,115,819,664,408
MSTRG.13679,166,262,333,231,224,187
MSTRG.13680,0,0,0,0,0,0
MSTRG.13681,233,324,369,888,693,565
MSTRG.13682,160,168,146,954,720,557
MSTRG.13684,15,0,0,4,3,0
gene-QOZ80_3AG0207380,2,0,4,12,0,1
MSTRG.13683,43,12,51,101,75,85
MSTRG.13686,8,0,0,7,3,1
MSTRG.13685,63,192,101,302,279,280
gene-QOZ80_3AG0207400,3,10,10,10,6,2
MSTRG.13687,81,68,68,274,190,64
MSTRG.13688,34,22,27,305,282,151
MSTRG.13689,35,53,35,157,124,91
MSTRG.13690,0,5,0,0,0,0
MSTRG.13691,181,177,111,3489,2894,1744
MSTRG.13694,29,117,46,440,295,159
MSTRG.13693,509,907,878,307,244,286
MSTRG.13696,60,40,49,36,45,24
MSTRG.13695,232,319,328,623,523,317
MSTRG.13697,139,155,124,873,689,440
MSTRG.13698,16,0,0,8,8,1
MSTRG.13699,18,7,0,14,6,0
MSTRG.13700,3,0,9,10,5,4
MSTRG.13701,80,289,193,418,351,268
MSTRG.13702,385,389,502,2298,1847,1305
MSTRG.13703,29,123,55,614,290,64
MSTRG.13704,106,153,80,573,348,229
MSTRG.13705,3,0,1,1,0,0
MSTRG.13706,3,0,8,5,2,1
MSTRG.13708,382,330,468,386,347,230
MSTRG.13710,930,1260,870,1909,2738,2423
MSTRG.13712,10,18,68,375,323,171
MSTRG.13711,543,709,875,1864,1349,944
MSTRG.13707,10356,11765,15028,2343,3173,3485
MSTRG.13713,39,67,70,697,644,443
MSTRG.13714,115,52,137,620,459,337
MSTRG.13716,0,12,9,111,79,25
MSTRG.13715,126,419,234,881,943,686
MSTRG.13719,16,4,9,86,70,33
MSTRG.13718,1265,1181,1276,584,634,308
MSTRG.13720,466,601,533,2145,1749,1304
MSTRG.13721,123,202,96,376,278,234
MSTRG.13723,236,264,292,1115,803,632
MSTRG.13726,70,55,30,247,256,190
gene-QOZ80_3AG0207830,16,17,13,12,18,5
MSTRG.13727,276,334,343,2335,1805,1146
MSTRG.13729,8,74,56,596,524,367
MSTRG.13728,130,99,70,390,356,207
MSTRG.13730,77,96,80,316,225,160
MSTRG.13731,46,19,41,91,68,52
MSTRG.13732,21,8,12,20,22,10
MSTRG.13733,157,315,315,917,820,576
MSTRG.13734,265,284,283,454,362,342
MSTRG.13735,372,488,623,1707,1435,989
MSTRG.13736,181,236,245,511,454,354
MSTRG.13738,12,42,15,48,30,21
MSTRG.13737,43,36,66,1391,1109,688
MSTRG.13739,68,46,66,139,127,73
MSTRG.13740,13,5,13,96,105,44
MSTRG.13741,11,11,7,26,44,10
MSTRG.13742,213,274,300,454,480,348
MSTRG.13743,88,213,136,258,214,201
MSTRG.13745,9,31,16,47,67,67
MSTRG.13746,2,2,1,0,0,1
MSTRG.13747,92,147,174,452,349,162
MSTRG.13748,836,972,1064,1662,1404,1248
MSTRG.13749,108,116,99,225,175,122
MSTRG.13750,12,4,20,1322,841,587
MSTRG.13752,91,163,105,192,191,112
MSTRG.13754,70,51,56,827,687,307
MSTRG.13751,5893,3830,5682,2553,3560,1668
MSTRG.13755,394,580,356,1899,1456,1009
MSTRG.13756,453,357,517,513,584,313
MSTRG.13757,79,84,79,1183,1071,790
MSTRG.13760,10,1,0,476,359,116
MSTRG.13759,119,147,203,1488,1433,958
MSTRG.13761,59,30,78,92,125,41
MSTRG.13762,61,113,108,253,229,171
MSTRG.13766,0,12,0,0,0,0
MSTRG.13765,3,6,14,38,29,27
MSTRG.13763,460,321,482,1651,1346,853
MSTRG.13764,2988,4152,4561,580,449,356
MSTRG.13767,86,38,79,160,132,91
MSTRG.13768,25,32,9,205,241,107
MSTRG.13770,50,25,14,679,417,127
MSTRG.13771,46,30,81,593,466,277
MSTRG.13773,16,49,2,148,133,85
MSTRG.13772,146,270,227,538,461,342
MSTRG.13775,27,31,118,124,134,88
gene-QOZ80_3AG0208420,9,0,0,9,2,7
MSTRG.13776,146,326,191,113,99,54
MSTRG.13777,204,306,334,1343,937,547
gene-QOZ80_3AG0208500,0,0,7,7,3,4
MSTRG.13778,478,839,741,1182,926,694
MSTRG.13780,26,0,7,119,88,67
MSTRG.13781,30,43,40,239,145,93
MSTRG.13779,511,434,416,4589,3497,2559
MSTRG.13782,1681,2213,2582,907,1028,703
MSTRG.13784,294,346,322,2659,1859,1127
MSTRG.13785,271,597,424,1625,1231,876
MSTRG.13786,207,326,448,1418,1216,838
MSTRG.13787,17,65,85,590,456,281
MSTRG.13788,8,4,0,2,0,0
MSTRG.13789,100,193,133,868,521,391
MSTRG.13790,26,72,75,198,191,105
MSTRG.13791,103,184,166,570,750,425
MSTRG.13792,1480,868,746,60,264,570
MSTRG.13794,54,40,64,530,350,218
MSTRG.13793,66,87,26,147,127,72
MSTRG.13795,350,426,426,1218,912,908
MSTRG.13796,161,314,244,2228,1880,1265
MSTRG.13797,321,610,437,651,647,320
MSTRG.13798,305,304,308,6924,5639,2893
MSTRG.13800,34,8,25,62,83,30
MSTRG.13801,12,7,21,290,295,184
MSTRG.13799,898,1025,1280,894,796,593
MSTRG.13803,40,147,80,907,901,601
MSTRG.13802,683,777,1089,842,873,585
MSTRG.13804,0,0,35,510,415,248
MSTRG.13806,7,0,36,67,48,47
MSTRG.13807,15,51,7,72,71,44
MSTRG.13805,391,349,395,211,247,103
MSTRG.13809,8,0,0,8,8,4
MSTRG.13810,66,77,83,428,380,256
MSTRG.13812,465,290,287,766,1259,672
MSTRG.13815,14,10,19,10,16,9
MSTRG.13814,199,206,264,214,206,110
MSTRG.13816,50,4,17,5,9,4
MSTRG.13817,289,581,643,1715,1372,980
MSTRG.13818,344,353,503,671,526,374
gene-QOZ80_3AG0209090,40,9,50,57,32,14
MSTRG.13819,212,341,252,668,595,334
MSTRG.13821,88,69,126,357,274,230
MSTRG.13820,456,751,774,100,167,272
MSTRG.13822,22,63,96,183,165,104
MSTRG.13823,528,593,684,763,733,623
MSTRG.13824,506,723,725,3034,2021,1223
MSTRG.13825,4063,5242,5235,2410,2517,2191
MSTRG.13827,0,0,11,0,6,15
MSTRG.13826,194,228,358,1340,1078,719
MSTRG.13828,55,156,103,323,268,168
MSTRG.13829,35,84,58,31,34,8
gene-QOZ80_3AG0209260,4,15,19,13,9,0
MSTRG.13830,261,453,341,3071,2355,1666
MSTRG.13831,32,34,19,0,0,0
MSTRG.13832,735,1190,1239,656,488,348
MSTRG.13833,253,385,481,789,684,628
MSTRG.13834,73,91,119,820,589,401
MSTRG.13835,58,66,80,668,619,466
MSTRG.13836,189,105,217,1620,1245,820
MSTRG.13837,86,147,167,774,581,376
MSTRG.13838,513,800,724,1654,1584,1089
MSTRG.13839,68,35,14,321,392,121
MSTRG.13840,69,156,150,838,617,308
MSTRG.13841,31,82,49,149,176,94
MSTRG.13842,69,77,75,50,67,38
MSTRG.13843,107,21,6,14,10,2
MSTRG.13844,12,83,50,117,116,70
MSTRG.13846,19,46,11,156,141,109
MSTRG.13847,91,136,291,196,180,176
MSTRG.13850,0,0,36,527,414,226
MSTRG.13851,12,27,43,34,33,21
MSTRG.13852,10,0,9,4,2,1
MSTRG.13853,66,25,18,445,513,228
MSTRG.13854,91,72,92,253,225,171
MSTRG.13855,38,67,51,52,57,48
MSTRG.13856,25,31,17,422,349,175
MSTRG.13858,10,6,5,20,17,19
MSTRG.13859,44,97,99,494,378,192
MSTRG.13861,17,8,24,48,41,20
MSTRG.13860,290,332,515,304,193,99
MSTRG.13862,29,68,32,497,411,255
MSTRG.13863,31,18,91,72,86,51
MSTRG.13864,14,0,0,77,49,29
MSTRG.13866,56,52,39,11,25,22
MSTRG.13865,144,94,107,991,554,343
MSTRG.13867,399,535,495,1533,1166,948
MSTRG.13870,19,0,15,7,14,6
MSTRG.13871,10,17,32,367,446,275
MSTRG.13869,845,970,1080,3755,2603,2053
MSTRG.13872,47,19,60,91,122,94
MSTRG.13875,23,0,0,0,0,0
MSTRG.13873,114,253,267,228,156,77
MSTRG.13876,45,0,30,0,0,0
MSTRG.13879,18,9,3,6,10,3
MSTRG.13877,418,516,712,442,431,130
MSTRG.13880,1033,1574,1912,9538,8736,6201
MSTRG.13885,13,0,14,125,135,96
MSTRG.13881,83,277,241,564,464,409
MSTRG.13882,237,261,273,288,289,196
MSTRG.13887,6,89,13,141,167,110
MSTRG.13888,5,0,10,25,13,46
MSTRG.13889,665,730,627,2668,1998,1647
MSTRG.13891,14,52,70,210,140,124
MSTRG.13890,21,27,35,37,10,11
MSTRG.13893,583,407,649,122,130,68
MSTRG.13894,80,46,40,417,226,173
MSTRG.13896,9,60,11,69,53,19
MSTRG.13895,208,261,283,1676,1562,1049
MSTRG.13898,109,161,295,391,412,173
MSTRG.13897,183,193,282,1298,1012,755
MSTRG.13899,13,29,6,331,306,144
MSTRG.13900,22,17,28,194,172,81
MSTRG.13901,13,3,2,0,3,1
MSTRG.13902,62,88,93,545,478,325
MSTRG.13903,147,129,196,283,280,210
MSTRG.13904,70,83,128,1252,1268,847
MSTRG.13907,16,0,0,2,4,5
MSTRG.13906,55,16,13,9,29,14
MSTRG.13908,293,313,370,557,504,383
MSTRG.13909,47,106,50,368,362,171
MSTRG.13910,88,129,77,44,43,29
MSTRG.13911,309,325,403,979,2028,887
MSTRG.13913,10,0,2,7,11,2
MSTRG.13912,1013,1596,1816,1089,1125,889
MSTRG.13914,90,153,170,641,530,244
MSTRG.13916,6,2,3,241,282,44
MSTRG.13915,156,258,269,1231,961,566
MSTRG.13917,0,0,13,206,177,114
MSTRG.13918,742,1100,1103,1616,1321,927
MSTRG.13919,22,31,5,165,148,84
MSTRG.13920,48,69,112,533,380,270
MSTRG.13921,97,105,137,575,453,344
MSTRG.13922,37,19,59,639,490,256
MSTRG.13923,44,30,32,66,49,74
MSTRG.13925,77,164,51,259,209,108
MSTRG.13926,16,8,1,11,16,3
MSTRG.13927,48,0,21,36,24,12
MSTRG.13928,11,12,26,51,51,45
MSTRG.13929,119,288,147,1176,923,636
MSTRG.13930,37,89,157,447,365,223
MSTRG.13932,28,4,3,2551,2500,558
MSTRG.13934,4,0,0,116,69,6
MSTRG.13931,1165,1453,1302,3254,2747,1973
gene-QOZ80_3AG0210540,9,0,7,4,2,1
MSTRG.13935,109,216,226,1228,900,528
MSTRG.13937,64,124,155,310,244,176
MSTRG.13936,206,365,307,1713,1244,826
MSTRG.13938,90,62,151,103,133,76
MSTRG.13939,2137,3143,3184,2143,2636,1024
MSTRG.13940,124,122,147,863,813,495
MSTRG.13941,74,57,43,781,670,447
MSTRG.13942,54,112,71,87,69,47
MSTRG.13943,73,121,139,1145,901,512
MSTRG.13945,0,13,0,13,16,9
MSTRG.13944,3,3,17,105,90,55
MSTRG.13946,67,154,112,1843,1837,1343
MSTRG.13947,56,105,81,1575,825,368
MSTRG.13948,51,119,80,232,218,133
MSTRG.13949,0,63,93,331,248,133
MSTRG.13950,68,14,53,451,487,253
MSTRG.13952,61,61,43,6,6,2
MSTRG.13954,0,0,0,318,345,182
MSTRG.13953,36,29,17,460,335,30
MSTRG.13955,47,53,110,374,387,252
MSTRG.13956,379,387,343,2339,1848,1245
MSTRG.13957,210,476,342,792,591,466
MSTRG.13958,73,34,53,326,326,161
MSTRG.13959,48,86,102,472,380,249
MSTRG.13960,1061,1327,1379,1181,1339,552
MSTRG.13961,812,1038,1287,3918,3140,2138
MSTRG.13962,51,78,40,4124,3049,334
