transcript_id,DRR095904,DRR095905,DRR095906,DRR095907,DRR095908,DRR095909
rna-ELECO.r07.7AG0568760.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0568770.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0568780.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0568790.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0568820.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0568910.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0568920.1,0,24,5,29,20,26
rna-ELECO.r07.7AG0568940.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0569050.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0569090.1,0,0,0,126,122,62
rna-ELECO.r07.7AG0569160.1,0,0,0,21,2,0
MSTRG.37333.1,0,9,0,14,7,5
rna-ELECO.r07.7AG0569230.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0569270.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0569340.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0569350.1,0,0,0,0,3,0
rna-ELECO.r07.7AG0569360.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0569370.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0569380.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0569400.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0569460.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0569470.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0569480.1,0,0,0,23,11,0
rna-ELECO.r07.7AG0569520.1,0,0,0,5,9,0
rna-ELECO.r07.7AG0569530.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0569540.1,0,0,0,26,17,3
rna-ELECO.r07.7AG0569660.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0569710.1,0,0,0,1,0,1
rna-ELECO.r07.7AG0569730.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0569740.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0569750.1,0,0,14,29,27,13
rna-ELECO.r07.7AG0569760.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0569770.1,0,0,0,3,0,0
rna-ELECO.r07.7AG0569800.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0569840.1,0,0,0,10,6,8
rna-ELECO.r07.7AG0569850.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0569920.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0569930.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0569950.1,0,0,0,55,33,1
MSTRG.37374.1,0,13,3,0,0,6
rna-ELECO.r07.7AG0569960.1,0,0,0,0,0,0
MSTRG.37381.1,0,0,0,186,74,25
rna-ELECO.r07.7AG0570060.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0570070.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0570120.1,0,0,0,0,0,0
MSTRG.37385.1,0,33,0,2,1,0
MSTRG.37386.1,0,19,23,9,0,6
rna-ELECO.r07.7AG0570150.1,0,0,0,0,0,0
MSTRG.37391.1,0,15,0,2,2,2
rna-ELECO.r07.7AG0570160.1,0,0,0,3,7,0
rna-ELECO.r07.7AG0570170.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0570180.1,0,0,0,2,8,0
rna-ELECO.r07.7AG0570240.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0570250.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0570260.1,0,0,0,5,1,0
rna-ELECO.r07.7AG0570270.1,0,0,0,5,6,0
rna-ELECO.r07.7AG0570280.1,0,0,0,0,0,0
MSTRG.37394.1,0,0,0,32,21,13
MSTRG.37395.1,0,0,18,0,4,5
rna-ELECO.r07.7AG0570320.1,0,0,0,10,0,0
rna-ELECO.r07.7AG0570340.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0570350.1,0,0,0,3,2,0
rna-ELECO.r07.7AG0570380.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0570400.1,0,0,5,15,13,5
MSTRG.37402.1,0,0,0,3,0,7
MSTRG.37403.1,0,13,0,3,2,0
rna-ELECO.r07.7AG0570430.1,0,17,0,31,43,20
MSTRG.37406.2,0,0,20,2,0,3
rna-ELECO.r07.7AG0570450.1,0,0,0,2,0,0
rna-ELECO.r07.7AG0570510.1,0,0,0,0,0,0
MSTRG.37418.1,0,28,0,0,0,0
rna-ELECO.r07.7AG0570600.1,0,0,0,199,124,23
rna-ELECO.r07.7AG0570620.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0570650.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0570910.1,0,3,0,0,0,0
rna-ELECO.r07.7AG0570920.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0570960.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0571020.1,0,0,0,6,6,0
rna-ELECO.r07.7AG0571060.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0571070.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0571140.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0571210.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0571230.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0571240.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0571260.1,0,0,0,0,0,0
MSTRG.37465.1,0,14,2,6,10,2
rna-ELECO.r07.7AG0571290.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0571340.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0571350.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0571360.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0571390.1,0,4,0,0,0,0
rna-ELECO.r07.7AG0571400.1,0,23,22,285,260,144
MSTRG.37470.1,0,0,12,2,2,0
rna-ELECO.r07.7AG0571420.1,0,0,0,5,0,0
rna-ELECO.r07.7AG0571440.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0571480.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0571490.1,0,0,0,8,6,6
rna-ELECO.r07.7AG0571530.1,0,0,3,36,16,0
MSTRG.37485.1,0,0,6,10,9,10
rna-ELECO.r07.7AG0571560.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0571570.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0571620.1,0,0,0,105,203,53
rna-ELECO.r07.7AG0571660.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0571670.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0571680.1,0,0,0,16,2,0
MSTRG.37494.1,0,0,10,5,6,0
rna-ELECO.r07.7AG0571720.1,0,0,0,9,5,0
rna-ELECO.r07.7AG0571780.1,0,0,0,7,14,5
MSTRG.37501.1,0,25,0,2,3,3
rna-ELECO.r07.7AG0571840.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0571870.1,0,0,0,0,0,0
MSTRG.37502.1,0,0,9,4,1,4
rna-ELECO.r07.7AG0572040.1,0,1,0,9,1,4
MSTRG.37509.1,0,18,0,11,5,5
rna-ELECO.r07.7AG0572050.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0572070.1,0,0,0,0,0,0
MSTRG.37511.1,0,17,0,5,2,2
rna-ELECO.r07.7AG0572100.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0572110.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0572130.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0572190.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0572210.1,0,0,0,4,0,0
rna-ELECO.r07.7AG0572260.1,0,0,0,3,2,0
rna-ELECO.r07.7AG0572350.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0572490.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0572550.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0572580.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0572610.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0572620.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0572630.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0572680.1,0,0,0,0,0,0
MSTRG.37538.1,0,39,2,0,0,2
rna-ELECO.r07.7AG0572810.1,0,0,0,3,6,0
rna-ELECO.r07.7AG0572820.1,0,0,0,2,6,0
rna-ELECO.r07.7AG0572840.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0572930.1,0,0,0,2,0,0
rna-ELECO.r07.7AG0572960.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0572990.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0573020.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0573030.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0573050.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0573070.1,0,15,23,0,0,0
rna-ELECO.r07.7AG0573080.1,0,8,5,2,3,0
rna-ELECO.r07.7AG0573090.1,0,0,0,2,2,1
rna-ELECO.r07.7AG0573110.1,0,0,0,0,0,0
MSTRG.37564.1,0,9,0,0,1,1
rna-ELECO.r07.7AG0573240.1,0,0,0,10,31,7
rna-ELECO.r07.7AG0573380.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0573400.1,0,0,0,102,103,61
MSTRG.37587.1,0,11,0,0,0,0
MSTRG.37590.1,0,12,1,0,1,5
MSTRG.37593.1,0,8,0,91,53,16
rna-ELECO.r07.7AG0573490.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0573510.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0573530.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0573550.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0573560.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0573590.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0573600.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0573620.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0573640.1,0,0,0,0,0,0
MSTRG.37596.1,0,31,0,0,0,0
MSTRG.37597.1,0,29,0,3,7,3
MSTRG.37599.1,0,11,0,1,1,0
rna-ELECO.r07.7AG0573660.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0573700.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0573710.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0573720.1,0,0,0,0,0,0
MSTRG.37603.1,0,0,9,2,0,0
MSTRG.37604.1,0,15,0,0,0,0
rna-ELECO.r07.7AG0573750.1,0,37,0,4,0,5
rna-ELECO.r07.7AG0573770.1,0,0,0,12,16,10
MSTRG.37610.1,0,11,0,0,1,2
MSTRG.37611.1,0,0,14,0,0,2
rna-ELECO.r07.7AG0573880.1,0,0,0,0,1,0
rna-ELECO.r07.7AG0573900.1,0,0,8,2,3,6
rna-ELECO.r07.7AG0573960.1,0,0,0,0,0,0
MSTRG.37622.1,0,11,3,0,0,0
rna-ELECO.r07.7AG0574050.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0574070.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0574080.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0574100.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0574120.1,0,0,7,3,20,0
rna-ELECO.r07.7AG0574160.1,0,0,0,3,2,0
MSTRG.37635.1,0,14,0,0,0,0
rna-ELECO.r07.7AG0574200.1,0,0,0,0,0,0
MSTRG.37638.1,0,10,11,118,82,61
rna-ELECO.r07.7AG0574230.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0574280.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0574310.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0574340.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0574360.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0574380.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0574390.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0574410.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0574430.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0574440.1,0,0,0,0,0,0
MSTRG.37651.1,0,39,1,10,0,0
rna-ELECO.r07.7AG0574470.1,0,0,0,0,0,0
MSTRG.37655.1,0,8,0,12,12,22
rna-ELECO.r07.7AG0574490.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0574510.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0574530.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0574600.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0574630.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0574640.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0574650.1,0,0,0,28,23,2
rna-ELECO.r07.7AG0574690.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0574760.1,0,0,0,0,0,0
MSTRG.37674.1,0,0,9,0,0,0
rna-ELECO.r07.7AG0574930.1,0,12,0,0,0,0
rna-ELECO.r07.7AG0574990.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0575000.1,0,0,0,1,0,2
rna-ELECO.r07.7AG0575040.1,0,0,0,23,22,11
MSTRG.37694.1,0,35,0,5,2,0
MSTRG.37695.1,0,48,19,3,0,2
rna-ELECO.r07.7AG0575080.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0575090.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0575100.1,0,0,0,2,1,0
MSTRG.37698.1,0,0,0,23,11,0
MSTRG.37700.1,0,9,0,0,0,0
rna-ELECO.r07.7AG0575130.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0575150.1,0,0,0,0,0,0
MSTRG.37703.1,0,13,0,0,0,1
rna-ELECO.r07.7AG0575210.1,0,61,38,0,0,0
rna-ELECO.r07.7AG0575220.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0575240.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0575250.1,0,0,0,2,0,0
MSTRG.37705.1,0,4,0,42,34,26
rna-ELECO.r07.7AG0575280.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0575310.1,0,9,0,2,0,0
rna-ELECO.r07.7AG0575330.1,0,0,0,8,7,0
rna-ELECO.r07.7AG0575340.1,0,0,0,0,0,0
MSTRG.37711.1,0,0,0,113,94,58
rna-ELECO.r07.7AG0575470.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0575510.1,0,0,0,0,0,0
MSTRG.37722.1,0,14,3,4,8,3
MSTRG.37734.1,0,0,9,0,0,0
rna-ELECO.r07.7AG0575700.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0575730.1,0,0,0,0,0,0
MSTRG.37735.1,0,13,0,0,0,4
rna-ELECO.r07.7AG0575750.1,0,10,4,52,51,35
rna-ELECO.r07.7AG0575830.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0575940.1,0,0,0,0,0,0
MSTRG.37752.1,0,0,0,111,135,91
rna-ELECO.r07.7AG0575960.1,0,0,0,0,8,11
MSTRG.37760.1,0,15,0,1,2,3
rna-ELECO.r07.7AG0576060.1,0,0,0,2,0,0
rna-ELECO.r07.7AG0576080.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0576090.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0576180.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0576210.1,0,0,0,3,3,0
rna-ELECO.r07.7AG0576260.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0576270.1,0,0,6,7,20,4
rna-ELECO.r07.7AG0576310.1,0,0,0,0,0,0
MSTRG.37773.1,0,0,13,0,0,0
rna-ELECO.r07.7AG0576350.1,0,0,0,2,4,0
rna-ELECO.r07.7AG0576370.1,0,0,0,6,0,4
rna-ELECO.r07.7AG0576490.1,0,0,0,0,0,2
rna-ELECO.r07.7AG0576670.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0576760.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0576790.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0576810.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0576820.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0576840.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0576860.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0576970.1,0,0,0,0,0,0
MSTRG.37839.1,0,0,0,312,261,142
MSTRG.37839.2,0,0,0,125,115,58
rna-ELECO.r07.7AG0577430.1,0,0,0,10,48,5
rna-ELECO.r07.7AG0577490.1,0,0,0,52,77,6
rna-ELECO.r07.7AG0577520.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0577530.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0577630.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0577640.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0577650.1,0,0,0,10,16,5
rna-ELECO.r07.7AG0577800.1,0,0,0,14,16,14
MSTRG.37869.1,0,14,0,5,5,6
rna-ELECO.r07.7AG0577880.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0577940.1,0,0,0,0,2,0
rna-ELECO.r07.7AG0577960.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0578000.1,0,0,0,2,4,2
rna-ELECO.r07.7AG0578010.1,0,0,0,3,5,1
rna-ELECO.r07.7AG0578020.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0578040.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0578060.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0578070.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0578090.1,0,0,0,0,0,0
MSTRG.37887.1,0,0,9,2,1,3
rna-ELECO.r07.7AG0578220.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0578250.1,0,0,0,21,14,9
rna-ELECO.r07.7AG0578270.1,0,0,0,3,8,0
rna-ELECO.r07.7AG0578280.1,0,0,0,12,4,4
rna-ELECO.r07.7AG0578360.1,0,0,0,38,26,11
rna-ELECO.r07.7AG0578380.1,0,0,0,24,23,21
rna-ELECO.r07.7AG0578400.1,0,0,0,9,4,0
rna-ELECO.r07.7AG0578420.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0578600.1,0,8,0,9,0,0
rna-ELECO.r07.7AG0578670.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0578740.1,0,32,0,14,6,10
rna-ELECO.r07.7AG0578770.1,0,0,0,555,222,11
rna-ELECO.r07.7AG0578780.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0578800.1,0,0,9,31,32,30
rna-ELECO.r07.7AG0578850.1,0,0,0,12,10,13
rna-ELECO.r07.7AG0578860.1,0,0,0,43,18,0
rna-ELECO.r07.7AG0578870.1,0,0,0,0,0,2
rna-ELECO.r07.7AG0578980.1,0,0,0,25,38,35
rna-ELECO.r07.7AG0578990.1,0,0,0,4,2,0
rna-ELECO.r07.7AG0579010.1,0,0,0,8,3,0
rna-ELECO.r07.7AG0579020.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0579030.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0579040.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0579050.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0579060.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0579070.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0579080.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0579090.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0579100.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0579160.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0579170.1,0,0,5,54,62,45
rna-ELECO.r07.7AG0579260.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0579350.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0579360.1,0,0,0,0,2,0
rna-ELECO.r07.7AG0579470.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0579480.1,0,0,0,2,1,0
MSTRG.37975.1,0,11,2,4,4,1
rna-ELECO.r07.7AG0579540.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0579690.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0579710.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0579780.1,0,0,4,45,4,0
rna-ELECO.r07.7AG0579790.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0579800.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0579810.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0579840.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0579860.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0579930.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0579940.1,0,0,0,0,4,5
rna-ELECO.r07.7AG0579950.1,0,16,21,107,104,65
rna-ELECO.r07.7AG0580020.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0580030.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0580050.1,0,0,0,0,0,0
MSTRG.38010.1,0,14,0,0,0,0
rna-ELECO.r07.7AG0580130.1,0,0,0,0,0,0
MSTRG.38015.1,0,23,0,2,3,0
MSTRG.38016.1,0,0,23,8,3,6
rna-ELECO.r07.7AG0580180.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0580260.1,0,0,0,24,14,0
MSTRG.38027.1,0,0,16,9,0,4
rna-ELECO.r07.7AG0580280.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0580320.1,0,0,0,0,3,0
rna-ELECO.r07.7AG0580350.1,0,0,0,10,6,6
rna-ELECO.r07.7AG0580370.1,0,0,10,0,0,3
rna-ELECO.r07.7AG0580450.1,0,16,50,59,84,69
rna-ELECO.r07.7AG0580480.1,0,14,14,100,102,63
rna-ELECO.r07.7AG0580510.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0580530.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0580540.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0580580.1,0,0,4,17,21,5
MSTRG.38046.1,0,29,0,4,3,0
rna-ELECO.r07.7AG0580590.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0580600.1,0,0,0,4,0,2
rna-ELECO.r07.7AG0580650.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0580660.1,0,0,11,48,29,4
MSTRG.38054.1,0,11,0,1,0,0
rna-ELECO.r07.7AG0580690.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0580700.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0580730.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0580790.1,0,0,0,4,0,0
rna-ELECO.r07.7AG0580800.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0580810.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0580920.1,0,0,11,4,4,0
rna-ELECO.r07.7AG0580930.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0580940.1,0,0,0,0,0,0
MSTRG.38071.1,0,0,0,25,31,15
rna-ELECO.r07.7AG0580990.1,0,0,0,3,0,0
rna-ELECO.r07.7AG0581070.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0581110.1,0,17,14,119,74,62
rna-ELECO.r07.7AG0581180.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0581220.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0581330.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0581390.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0581400.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0581410.1,0,0,0,0,0,0
MSTRG.38106.1,0,0,15,0,4,2
rna-ELECO.r07.7AG0581460.1,0,0,0,14,5,2
MSTRG.38107.1,0,17,0,2,0,1
rna-ELECO.r07.7AG0581480.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0581520.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0581590.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0581610.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0581630.1,0,0,0,12,7,4
rna-ELECO.r07.7AG0581640.1,0,0,0,4,0,0
rna-ELECO.r07.7AG0581650.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0581660.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0581670.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0581680.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0581690.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0581710.1,0,0,0,1,0,0
rna-ELECO.r07.7AG0581750.1,0,0,0,13,0,0
MSTRG.38121.1,0,0,11,2,0,0
rna-ELECO.r07.7AG0581810.1,0,0,0,0,2,0
rna-ELECO.r07.7AG0581840.1,0,0,0,37,33,17
MSTRG.38136.1,0,0,19,2,2,2
MSTRG.38137.1,0,8,1,5,9,10
MSTRG.38138.1,0,9,3,7,4,1
rna-ELECO.r07.7AG0581980.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0581990.1,0,0,0,85,64,15
MSTRG.38148.1,0,0,27,167,55,51
rna-ELECO.r07.7AG0582030.1,0,0,0,24,73,0
rna-ELECO.r07.7AG0582140.1,0,0,0,0,0,0
MSTRG.38165.1,0,0,0,81,96,53
rna-ELECO.r07.7AG0582320.1,0,0,0,20,13,7
rna-ELECO.r07.7AG0582340.1,0,0,0,0,0,0
MSTRG.38176.1,0,0,9,0,0,0
rna-ELECO.r07.7AG0582400.1,0,0,0,21,7,5
rna-ELECO.r07.7AG0582410.1,0,0,0,2,0,0
rna-ELECO.r07.7AG0582420.1,0,0,0,13,24,0
MSTRG.38178.1,0,0,12,14,12,4
MSTRG.38181.1,0,12,0,0,0,0
rna-ELECO.r07.7AG0582450.1,0,9,0,74,63,56
rna-ELECO.r07.7AG0582460.1,0,4,4,5,1,3
rna-ELECO.r07.7AG0582490.1,0,0,0,0,0,3
MSTRG.38188.1,0,9,0,7,13,4
MSTRG.38190.1,0,12,2,0,2,3
rna-ELECO.r07.7AG0582570.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0582590.1,0,0,0,18,9,7
rna-ELECO.r07.7AG0582620.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0582720.1,0,4,13,0,0,0
rna-ELECO.r07.7AG0582730.1,0,0,0,0,0,0
rna-ELECO.r07.7AG0582740.1,0,0,0,9,5,4
rna-ELECO.r07.7AG0582750.1,0,0,0,0,0,0
rna-ELECO.r07.7BG0582960.1,0,0,0,0,0,0
rna-ELECO.r07.7BG0582970.1,0,0,0,8,6,13
rna-ELECO.r07.7BG0583090.1,0,0,0,4,3,0
rna-ELECO.r07.7BG0583100.1,0,0,0,0,0,0
rna-ELECO.r07.7BG0583110.1,0,0,0,0,0,0
rna-ELECO.r07.7BG0583120.1,0,0,2,3,3,1
rna-ELECO.r07.7BG0583130.1,0,0,0,0,0,0
rna-ELECO.r07.7BG0583140.1,0,0,0,2,5,2
rna-ELECO.r07.7BG0583320.1,0,24,27,11,33,2
MSTRG.38235.1,0,0,15,1,3,0
rna-ELECO.r07.7BG0583420.1,0,0,0,0,2,0
rna-ELECO.r07.7BG0583430.1,0,0,0,11,1,0
rna-ELECO.r07.7BG0583480.1,0,0,0,0,0,0
rna-ELECO.r07.7BG0583490.1,0,0,0,0,0,0
rna-ELECO.r07.7BG0583500.1,0,0,0,0,0,0
rna-ELECO.r07.7BG0583510.1,0,0,0,0,0,0
rna-ELECO.r07.7BG0583520.1,0,0,0,13,32,20
rna-ELECO.r07.7BG0583570.1,0,0,0,0,0,0
rna-ELECO.r07.7BG0583680.1,0,0,0,25,16,4
rna-ELECO.r07.7BG0583720.1,0,11,2,0,0,0
MSTRG.38259.1,0,2,0,15,12,10
rna-ELECO.r07.7BG0583740.1,0,0,0,3,0,2
rna-ELECO.r07.7BG0583750.1,0,0,0,0,0,0
rna-ELECO.r07.7BG0583760.1,0,0,0,0,0,0
rna-ELECO.r07.7BG0583810.1,0,0,0,0,0,0
rna-ELECO.r07.7BG0583820.1,0,0,0,0,0,0
rna-ELECO.r07.7BG0583910.1,0,0,0,0,0,0
