gene_id,DRR095904,DRR095905,DRR095906,DRR095907,DRR095908,DRR095909
MSTRG.26260,75,46,35,387,519,225
gene-QOZ80_5AG0394880,0,0,0,0,0,0
MSTRG.26261,45,35,26,369,330,215
MSTRG.26264,5,7,18,9,12,6
MSTRG.26262,60,139,68,355,321,151
MSTRG.26263,9,2,5,37,33,21
MSTRG.26265,21,62,63,30,72,75
MSTRG.26267,0,0,0,2,0,0
MSTRG.26266,22,56,79,140,112,147
MSTRG.26268,49,55,53,618,640,379
MSTRG.26269,732,1442,1466,1975,1886,1164
gene-QOZ80_5AG0394960,6,14,2,0,5,2
MSTRG.26270,99,159,167,707,492,260
MSTRG.26271,57,75,41,264,208,153
MSTRG.26273,5,0,11,55,76,38
MSTRG.26274,8,65,63,78,96,21
MSTRG.26272,879,304,391,80,255,121
MSTRG.26275,40,35,39,269,242,165
MSTRG.26276,22,14,20,20,35,11
MSTRG.26277,85,90,91,83,70,58
MSTRG.26278,127,108,159,212,260,157
MSTRG.26279,189,298,208,662,494,393
MSTRG.26280,129,88,168,666,582,382
MSTRG.26281,10,4,0,11,5,9
MSTRG.26282,142,336,282,491,398,324
gene-QOZ80_5AG0395170,6,3,14,1,13,1
MSTRG.26283,178,168,226,112,97,129
MSTRG.26285,44,47,67,88,89,47
MSTRG.26284,37,66,75,91,132,85
MSTRG.26286,198,367,285,232,224,228
MSTRG.26287,215,352,415,852,642,429
MSTRG.26288,72,149,119,183,167,80
MSTRG.26289,3,0,9,18,11,22
MSTRG.26290,28,65,58,81,23,27
MSTRG.26291,221,318,261,839,1045,1043
MSTRG.26292,126,104,67,114,207,78
MSTRG.26294,37,33,33,121,122,72
MSTRG.26293,11,0,0,3,7,2
gene-QOZ80_5AG0395440,4,0,0,2,0,0
MSTRG.26296,2,21,0,0,0,0
MSTRG.26297,11,49,11,265,200,129
MSTRG.26298,280,273,294,275,310,266
MSTRG.26299,550,755,867,4088,3345,2488
MSTRG.26301,14,11,20,62,64,25
MSTRG.26300,257,593,799,115,162,150
MSTRG.26302,23,18,0,185,129,76
MSTRG.26303,86,126,179,86,86,94
MSTRG.26304,90,135,88,544,545,291
MSTRG.26306,5,4,0,217,194,78
MSTRG.26305,128,121,135,245,178,108
MSTRG.26307,192,242,167,3204,2040,1193
MSTRG.26308,9,15,0,10,12,7
MSTRG.26309,20,23,45,244,272,166
MSTRG.26310,97,48,161,341,236,182
MSTRG.26311,297,380,432,387,254,146
MSTRG.26313,581,642,684,5564,3599,2056
MSTRG.26314,397,350,575,571,581,358
MSTRG.26315,425,234,216,97,139,103
MSTRG.26316,125,204,190,315,324,302
MSTRG.26317,186,498,282,1586,1201,716
MSTRG.26320,21,2,5,13,38,34
MSTRG.26321,60,52,24,371,341,223
MSTRG.26322,0,13,0,3,2,1
MSTRG.26323,628,869,798,543,573,428
MSTRG.26325,11,5,8,35,19,7
MSTRG.26326,28,69,54,82,59,20
MSTRG.26327,4,25,20,34,16,13
MSTRG.26329,6,0,21,13,5,1
MSTRG.26331,11,0,3,3,4,2
MSTRG.26332,11,0,24,0,4,17
MSTRG.26333,0,0,8,130,87,61
MSTRG.26334,45,45,73,380,290,197
MSTRG.26335,61,98,177,409,328,139
MSTRG.26336,0,0,7,19,25,26
MSTRG.26337,3,3,15,12,16,17
MSTRG.26338,28,75,5,38,75,82
MSTRG.26339,0,0,6,15,29,26
MSTRG.26341,0,0,0,10,4,0
MSTRG.26340,9,0,0,0,5,2
gene-QOZ80_5AG0396140,13,18,47,139,103,57
MSTRG.26343,9,0,5,0,0,0
gene-QOZ80_5AG0396210,11,10,4,5,9,3
MSTRG.26344,20,38,29,271,279,101
MSTRG.26345,32,17,0,22,20,21
MSTRG.26347,225,272,336,969,723,426
MSTRG.26349,66,64,83,577,559,450
MSTRG.26348,825,1527,1780,3088,2433,1672
MSTRG.26350,674,877,930,1925,1343,1022
MSTRG.26351,33,45,81,488,360,217
MSTRG.26353,11,5,36,82,65,65
MSTRG.26355,3,1,11,7,3,2
MSTRG.26356,3,20,27,5,5,3
MSTRG.26357,1,19,14,12,3,0
MSTRG.26358,77,202,152,159,134,69
gene-QOZ80_5AG0396480,15,0,4,28,34,23
MSTRG.26359,262,558,506,1540,1335,1106
MSTRG.26361,25,24,39,214,116,83
MSTRG.26360,90,74,73,421,432,345
MSTRG.26362,9,0,21,23,18,8
MSTRG.26364,67,167,219,526,509,311
MSTRG.26365,225,397,646,1062,504,290
MSTRG.26367,105,142,259,270,247,195
MSTRG.26366,22,60,46,145,99,106
MSTRG.26368,218,537,416,1831,1432,945
MSTRG.26369,53,102,143,667,549,447
MSTRG.26370,233,210,197,659,579,372
MSTRG.26371,71,11,186,851,806,420
gene-QOZ80_5AG0396680,10,5,15,200,175,105
MSTRG.26373,142,315,223,674,529,291
MSTRG.26374,186,349,268,1387,1165,789
MSTRG.26375,388,382,370,741,626,485
MSTRG.26376,22,24,43,93,59,53
MSTRG.26377,134,176,203,692,661,479
MSTRG.26378,344,412,438,878,655,356
MSTRG.26380,92,140,181,239,213,263
MSTRG.26381,74,160,139,4,8,0
MSTRG.26382,211,457,240,271,235,314
MSTRG.26384,12,16,2,10,12,0
MSTRG.26383,32,67,18,6,7,11
MSTRG.26385,24,0,0,73,80,112
MSTRG.26386,257,405,451,112,188,160
MSTRG.26387,45,38,68,416,342,264
MSTRG.26388,41,105,89,92,108,88
MSTRG.26389,28,35,72,497,516,318
MSTRG.26391,7,0,0,134,100,82
MSTRG.26390,71,142,129,753,573,338
MSTRG.26392,218,271,168,3345,2149,1448
MSTRG.26393,709,606,783,2008,1572,1103
MSTRG.26394,16,0,0,4,2,0
gene-QOZ80_5AG0397240,2,0,0,0,0,0
MSTRG.26395,97,132,109,129,161,124
MSTRG.26397,0,17,22,116,105,90
MSTRG.26398,383,526,444,351,234,142
MSTRG.26399,246,341,290,1455,1017,803
gene-QOZ80_5AG0397300,5,16,0,25,21,7
MSTRG.26400,70,74,95,258,196,97
MSTRG.26401,119,195,273,1698,1440,1141
MSTRG.26402,112,92,75,1051,955,624
MSTRG.26403,21,32,12,281,207,161
gene-QOZ80_5AG0397470,2,9,3,2,8,1
MSTRG.26404,170,185,86,128,190,218
MSTRG.26405,13,21,11,20,14,6
MSTRG.26406,1,0,10,4,2,2
MSTRG.26407,281,386,537,278,221,155
MSTRG.26408,49,62,107,82,47,59
MSTRG.26409,48,123,143,431,361,191
MSTRG.26410,19,25,31,378,239,108
MSTRG.26411,30,23,30,812,638,492
MSTRG.26412,263,241,314,89,165,88
gene-QOZ80_5AG0397590,18,7,2,11,22,15
MSTRG.26413,60,213,138,656,687,412
gene-QOZ80_5AG0397670,9,9,6,31,19,9
MSTRG.26414,94,99,130,637,628,395
MSTRG.26416,41,54,49,1179,876,673
MSTRG.26415,89,97,144,389,371,266
gene-QOZ80_5AG0397700,0,4,12,0,0,0
MSTRG.26419,6,5,4,36,57,28
MSTRG.26417,359,414,382,710,609,408
MSTRG.26418,113,183,174,394,366,192
MSTRG.26420,30,116,49,2755,2239,1626
MSTRG.26422,9,0,30,64,61,52
gene-QOZ80_5AG0397780,17,0,0,92,59,37
MSTRG.26421,8,26,10,90,80,71
MSTRG.26424,42,21,44,87,51,37
MSTRG.26423,755,936,1103,1834,1537,1101
MSTRG.26425,351,388,371,1031,910,647
MSTRG.26426,41,110,103,133,150,89
MSTRG.26427,15,92,54,802,772,435
MSTRG.26428,226,208,270,1428,1261,743
MSTRG.26429,38,13,29,266,213,158
MSTRG.26430,82,115,99,1892,1748,914
MSTRG.26431,259,234,304,981,695,472
MSTRG.26432,78,87,188,384,218,167
MSTRG.26433,10,5,22,116,114,71
MSTRG.26434,0,0,0,0,0,0
MSTRG.26435,0,3,7,8,11,0
MSTRG.26439,8,25,13,121,92,68
MSTRG.26440,9,0,0,56,55,23
MSTRG.26441,0,10,24,26,35,19
MSTRG.26442,14,9,22,152,135,110
MSTRG.26438,2366,2711,3490,1817,2121,1368
MSTRG.26443,35,38,24,597,548,412
MSTRG.26444,8,84,21,24,62,24
MSTRG.26445,156,253,277,1448,1348,876
MSTRG.26446,137,241,207,457,402,184
MSTRG.26447,5,24,17,740,293,92
MSTRG.26449,108,152,52,230,133,111
MSTRG.26450,2,0,0,155,108,15
MSTRG.26448,525,906,1106,2973,2226,1713
MSTRG.26452,812,986,1078,678,818,568
MSTRG.26457,16,62,74,312,342,158
MSTRG.26453,595,507,659,2172,1617,1139
MSTRG.26454,15,109,26,62,52,61
MSTRG.26458,90,145,112,376,289,217
MSTRG.26459,101,199,227,1080,740,482
MSTRG.26460,35,39,41,75,62,57
MSTRG.26461,34,0,0,0,0,0
MSTRG.26462,10,0,30,103,64,31
MSTRG.26463,20,31,19,32,33,34
MSTRG.26464,71,135,109,323,283,194
MSTRG.26467,8,37,31,86,51,23
MSTRG.26466,21,15,12,117,123,98
MSTRG.26465,19,50,46,41,61,45
MSTRG.26469,194,149,227,212,158,126
MSTRG.26470,304,391,353,490,300,198
MSTRG.26471,1,0,40,1,4,2
MSTRG.26472,15,19,24,4,3,2
MSTRG.26473,619,705,669,5557,4528,3681
MSTRG.26474,88,69,118,274,198,147
gene-QOZ80_5AG0398730,16,2,5,39,51,32
MSTRG.26476,0,39,60,137,178,142
MSTRG.26475,2890,3703,3728,29054,23469,22362
MSTRG.26477,67,49,67,311,253,166
MSTRG.26479,46,88,66,175,122,101
MSTRG.26482,0,0,16,0,0,0
MSTRG.26483,9,9,0,0,0,0
MSTRG.26485,54,51,70,111,165,115
MSTRG.26484,361,616,939,84,25,11
MSTRG.26486,69,96,123,237,226,147
MSTRG.26478,2159,2958,2651,8719,7667,6650
MSTRG.26487,12,0,0,0,0,0
MSTRG.26488,216,329,544,28,48,16
MSTRG.26490,0,39,30,61,23,11
MSTRG.26491,53,2,21,1006,521,87
MSTRG.26493,0,3,17,52,20,17
MSTRG.26494,65,90,79,118,136,75
MSTRG.26492,9,5,34,1125,537,74
MSTRG.26495,189,177,188,943,676,375
MSTRG.26497,59,104,62,198,257,155
MSTRG.26498,298,205,224,1259,835,513
MSTRG.26500,25,59,29,488,409,75
MSTRG.26499,884,1383,1259,2193,1644,1180
MSTRG.26501,28,74,83,498,518,358
MSTRG.26502,3739,3948,3166,9506,11875,6233
MSTRG.26504,1103,1048,1032,2249,2084,1451
MSTRG.26507,47,40,40,349,264,79
MSTRG.26505,14,21,23,129,136,98
MSTRG.26506,42,67,44,420,272,104
MSTRG.26508,290,136,259,326,276,297
MSTRG.26509,469,674,570,1560,1494,984
MSTRG.26510,50,39,48,562,440,382
MSTRG.26511,24,0,0,107,79,59
MSTRG.26512,1068,1521,1427,8256,5482,3477
MSTRG.26513,16,3,7,27,10,2
MSTRG.26514,16,20,7,6,13,2
gene-QOZ80_5AG0399460,10,0,0,0,2,4
MSTRG.26515,23,41,16,79,68,74
MSTRG.26516,81,116,181,1153,1155,791
MSTRG.26517,74,91,55,62,56,38
MSTRG.26518,409,526,637,101,149,104
MSTRG.26519,370,783,742,2686,1922,1233
MSTRG.26520,440,488,397,481,713,826
MSTRG.26521,375,344,400,937,795,524
MSTRG.26522,139,416,251,953,788,707
MSTRG.26524,19,8,9,11,13,14
MSTRG.26523,338,488,338,38,60,39
MSTRG.26527,474,522,404,693,681,653
MSTRG.26528,108,55,190,296,283,264
MSTRG.26529,254,277,376,693,566,374
MSTRG.26530,117,163,142,404,404,260
MSTRG.26531,103,262,384,784,557,507
MSTRG.26532,126,148,151,540,459,261
MSTRG.26534,19,69,64,1443,408,35
MSTRG.26533,343,358,464,806,549,378
MSTRG.26535,447,597,851,415,270,231
MSTRG.26537,54,20,73,679,477,234
MSTRG.26538,44,61,37,316,224,123
MSTRG.26540,15,0,4,7,13,5
MSTRG.26541,349,700,588,1842,1475,1013
MSTRG.26539,4115,4401,5249,13496,12446,9356
MSTRG.26542,18,46,46,598,469,300
MSTRG.26543,191,417,315,1258,947,677
MSTRG.26544,1221,1850,1657,3687,2710,2177
MSTRG.26548,57,140,124,526,400,234
MSTRG.26546,198,188,162,200,157,138
MSTRG.26547,360,521,541,2275,1552,1117
MSTRG.26549,41,113,85,380,269,147
MSTRG.26545,16,0,0,0,0,0
gene-QOZ80_5AG0399950,12,14,1,23,18,15
MSTRG.26550,1314,1369,2136,3462,3080,1893
MSTRG.26552,0,61,29,129,90,21
MSTRG.26553,14,15,4,0,1,0
MSTRG.26555,493,772,818,747,525,344
MSTRG.26556,153,94,142,746,740,427
gene-QOZ80_5AG0400040,2,0,0,2,5,0
MSTRG.26557,17,23,18,15,2,4
MSTRG.26558,238,233,320,1318,1098,683
MSTRG.26560,71,119,104,330,318,243
MSTRG.26561,33,17,0,10,5,0
gene-QOZ80_5AG0400170,0,0,0,0,2,0
MSTRG.26562,19,0,0,0,0,0
MSTRG.26563,19,31,27,404,297,249
MSTRG.26564,231,308,189,993,690,550
MSTRG.26565,590,814,919,1339,1386,1055
MSTRG.26568,3,0,53,2,0,2
MSTRG.26566,10,44,53,3,2,3
MSTRG.26572,0,12,0,1,0,0
MSTRG.26571,57,77,46,297,179,81
MSTRG.26573,3,40,29,0,3,6
MSTRG.26559,9020,10369,12700,332,394,495
gene-QOZ80_5AG0400250,0,0,0,0,3,0
MSTRG.26574,7,4,32,86,75,44
MSTRG.26575,75,270,348,517,571,416
MSTRG.26576,90,144,143,7,10,3
MSTRG.26577,19,0,0,190,105,75
MSTRG.26578,1,0,12,87,69,37
MSTRG.26579,242,182,284,1121,1090,734
MSTRG.26580,16,0,0,136,97,66
MSTRG.26581,577,706,840,1713,1090,607
gene-QOZ80_5AG0400390,0,0,0,8,0,0
MSTRG.26582,14,0,60,82,100,71
MSTRG.26585,13,12,10,55,47,16
MSTRG.26588,4,14,16,20,25,13
MSTRG.26586,0,8,0,140,107,16
MSTRG.26587,22,61,36,418,307,161
MSTRG.26589,20,24,74,255,282,193
MSTRG.26590,30,0,2,2,0,0
MSTRG.26591,28,0,2,1,0,0
MSTRG.26592,51,106,85,1923,892,453
MSTRG.26593,119,149,108,1568,1172,766
MSTRG.26594,202,175,144,6,0,4
MSTRG.26598,6,24,0,1323,626,280
MSTRG.26599,29,90,50,181,197,116
MSTRG.26600,22,0,0,0,6,0
MSTRG.26596,62,140,86,241,232,147
MSTRG.26601,9,2,15,34,41,42
MSTRG.26602,10,24,8,175,142,59
MSTRG.26604,23,18,51,114,79,64
MSTRG.26605,199,311,169,1498,1384,958
MSTRG.26606,21,16,0,67,44,30
MSTRG.26607,131,144,215,322,282,218
gene-QOZ80_5AG0400750,2,0,2,2,17,2
MSTRG.26610,20,0,0,0,0,0
MSTRG.26611,26,0,0,0,0,0
MSTRG.26608,183,263,224,225,193,107
MSTRG.26609,16,5,2,7,4,0
MSTRG.26614,12,5,7,23,8,6
MSTRG.26615,13,0,4,15,7,0
MSTRG.26612,75,71,72,250,316,194
MSTRG.26618,12,5,1,13,14,4
MSTRG.26619,7,0,0,4,0,0
gene-QOZ80_5AG0400900,6,0,4,4,18,4
MSTRG.26620,0,29,0,341,236,108
MSTRG.26617,0,10,0,55,57,35
MSTRG.26622,180,387,265,8751,5105,1912
MSTRG.26623,427,522,663,742,745,529
MSTRG.26624,1241,1973,1804,4154,3666,2780
MSTRG.26626,58,119,166,514,347,188
MSTRG.26627,36,108,99,4,0,3
MSTRG.26625,499,772,838,2874,2335,1770
MSTRG.26628,289,481,267,952,708,543
MSTRG.26629,160,375,336,662,560,521
gene-QOZ80_5AG0401080,0,0,0,78,52,36
MSTRG.26631,9,14,16,41,69,22
MSTRG.26632,26,0,0,0,2,2
MSTRG.26630,5,0,9,38,22,23
MSTRG.26633,695,839,787,2123,1714,1377
MSTRG.26634,326,321,375,714,633,469
MSTRG.26636,89,109,95,26,34,15
MSTRG.26637,16,0,0,3,0,0
MSTRG.26638,70,57,144,32,36,21
MSTRG.26639,41,68,53,496,302,165
MSTRG.26641,0,28,0,6,4,1
MSTRG.26640,59,43,6,55,42,30
MSTRG.26642,31,65,55,558,364,253
MSTRG.26643,196,32,48,0,1,0
MSTRG.26644,369,462,398,2125,1798,1095
MSTRG.26646,101,146,173,92,103,48
MSTRG.26649,10,0,9,34,18,7
MSTRG.26650,7,57,41,110,100,63
MSTRG.26651,9,21,16,147,93,99
MSTRG.26652,153,141,254,1399,1308,791
MSTRG.26653,203,260,185,287,283,258
MSTRG.26655,7,15,0,41,52,35
MSTRG.26654,89,127,250,1020,720,478
MSTRG.26656,18,6,4,6,1,0
MSTRG.26657,294,377,437,800,742,483
gene-QOZ80_5AG0401610,6,0,0,0,0,5
MSTRG.26661,8,0,6,0,0,0
MSTRG.26659,23,7,21,0,0,5
MSTRG.26662,406,582,508,2587,3049,2117
MSTRG.26663,2,0,0,146,88,68
MSTRG.26664,23,6,24,107,58,36
MSTRG.26665,114,227,171,622,593,397
MSTRG.26666,80,94,82,995,680,506
MSTRG.26668,226,219,260,657,473,342
MSTRG.26669,23,5,0,74,12,4
MSTRG.26670,35,108,86,285,207,104
MSTRG.26673,6,0,0,393,249,23
MSTRG.26671,21,64,17,44,23,17
MSTRG.26672,147,135,131,913,860,545
MSTRG.26674,111,92,73,59,57,29
MSTRG.26675,148,216,113,1215,1122,904
MSTRG.26676,45,107,66,71,60,39
MSTRG.26678,19,8,9,16,28,21
gene-QOZ80_5AG0401930,4,0,0,0,1,0
MSTRG.26680,48,78,99,338,224,181
MSTRG.26677,3272,1942,1626,64131,65507,35221
MSTRG.26681,138,58,217,18,50,50
MSTRG.26682,7,4,6,5,2,6
MSTRG.26683,12,0,0,9,6,1
MSTRG.26684,275,402,341,488,575,284
MSTRG.26686,0,0,8,0,0,0
MSTRG.26685,16,55,22,152,97,73
MSTRG.26687,59,45,18,87,134,18
MSTRG.26689,2,2,2,31,34,9
MSTRG.26690,5,0,0,31,31,21
MSTRG.26688,129,157,126,276,366,214
MSTRG.26691,5,0,6,170,91,6
MSTRG.26692,10,0,0,2,0,7
gene-QOZ80_5AG0402100,0,0,0,0,0,0
MSTRG.26693,213,348,279,1184,869,586
MSTRG.26697,71,24,20,6275,3979,1168
MSTRG.26699,4,0,13,236,244,141
MSTRG.26698,84,121,140,396,360,185
MSTRG.26700,14,0,0,15,23,20
MSTRG.26701,25,72,42,0,6,0
gene-QOZ80_5AG0402300,5,10,0,0,0,0
MSTRG.26702,33,0,0,12,31,13
MSTRG.26703,27,4,16,15,30,20
MSTRG.26704,135,323,292,1121,854,627
MSTRG.26705,77,61,39,941,423,114
MSTRG.26707,31,64,67,19,30,14
MSTRG.26706,159,227,286,1045,651,593
MSTRG.26708,6,35,58,81,89,36
MSTRG.26709,0,7,0,23,45,37
MSTRG.26710,8,34,13,160,193,106
MSTRG.26713,42,43,41,28,38,36
MSTRG.26714,0,42,14,99,104,53
MSTRG.26715,358,487,564,3735,2895,2205
MSTRG.26716,306,449,465,745,501,299
MSTRG.26717,458,502,563,3827,3335,2926
MSTRG.26718,491,328,669,1342,1474,1161
MSTRG.26719,212,202,183,782,670,532
MSTRG.26720,41,27,21,193,140,30
MSTRG.26721,40,42,126,292,207,131
MSTRG.26724,12,23,19,2496,1210,331
MSTRG.26723,359,435,550,2205,1750,1274
MSTRG.26725,259,218,299,839,764,480
MSTRG.26726,15,54,75,188,162,120
MSTRG.26727,24,26,13,129,161,78
MSTRG.26730,48,28,0,77,91,62
MSTRG.26732,25,0,30,34,58,21
MSTRG.26733,854,1049,1399,4060,3063,2046
MSTRG.26734,69,33,28,101,153,102
MSTRG.26735,93,109,123,84,77,63
MSTRG.26737,741,671,489,249,252,58
MSTRG.26738,197,155,130,880,617,254
MSTRG.26739,91,140,166,174,199,94
MSTRG.26740,17,29,2,55,119,44
MSTRG.26741,154,249,275,1379,758,458
MSTRG.26743,19,0,0,1,0,0
MSTRG.26742,415,530,503,1557,1448,1036
MSTRG.26745,3,8,13,2,5,4
MSTRG.26744,348,600,594,783,811,493
MSTRG.26746,152,152,184,989,976,609
MSTRG.26747,425,588,667,978,806,557
MSTRG.26748,18,85,97,0,0,0
MSTRG.26749,16,0,0,1,0,0
MSTRG.26750,45,25,44,20,10,16
MSTRG.26752,30,19,8,96,145,34
MSTRG.26751,4,2,3,158,150,23
gene-QOZ80_5AG0402890,2,0,0,0,0,0
MSTRG.26754,117,42,54,90,69,26
MSTRG.26755,46,17,67,5,7,0
MSTRG.26756,12,0,31,392,189,69
MSTRG.26757,385,165,174,162,336,189
MSTRG.26758,41,6,25,35,44,29
MSTRG.26759,22,21,13,156,136,81
MSTRG.26761,26,0,48,318,160,50
MSTRG.26760,1429,2249,2455,2664,2661,2372
MSTRG.26763,280,327,307,521,384,241
MSTRG.26762,12,0,11,19,16,7
gene-QOZ80_5AG0403150,7,0,7,0,4,0
MSTRG.26764,520,285,349,1402,1491,875
MSTRG.26765,97,30,62,46,36,32
MSTRG.26766,14,3,7,8,9,9
MSTRG.26767,998,1173,1471,766,919,821
MSTRG.26769,14,0,40,370,348,191
MSTRG.26770,90,70,133,601,500,295
MSTRG.26771,26,3,0,7,8,2
MSTRG.26772,163,279,290,675,537,309
MSTRG.26773,3,0,8,315,298,159
MSTRG.26774,129,297,150,956,755,552
MSTRG.26775,47,13,64,361,309,159
MSTRG.26777,36,68,93,101,81,72
MSTRG.26776,713,844,794,1466,1370,1070
MSTRG.26778,14,23,34,25,71,21
MSTRG.26779,6,22,3,4,5,4
MSTRG.26780,47,36,36,334,267,173
MSTRG.26782,80,32,46,250,205,119
MSTRG.26783,17,0,0,0,1,0
MSTRG.26788,2,9,0,4,1,2
MSTRG.26784,154,184,275,738,642,394
MSTRG.26785,0,0,0,0,0,0
MSTRG.26786,0,23,0,5,3,2
MSTRG.26789,18,0,0,8,6,2
MSTRG.26790,41,181,118,500,389,264
gene-QOZ80_5AG0403640,0,0,0,0,0,0
MSTRG.26791,48,62,54,145,203,153
MSTRG.26792,3275,4464,5443,1313,1641,1066
MSTRG.26793,37,3,4,2,0,0
MSTRG.26794,1820,1747,2476,2730,1922,1399
MSTRG.26797,276,468,586,3154,3031,1892
MSTRG.26796,110,95,39,924,713,413
MSTRG.26795,24,3,18,2,2,0
MSTRG.26798,0,0,5,0,1,0
MSTRG.26799,631,833,994,2324,2070,1550
MSTRG.26801,23,0,0,160,141,78
MSTRG.26800,1,26,0,2,0,0
MSTRG.26802,1083,1084,804,599,524,337
MSTRG.26803,103,43,126,839,761,435
MSTRG.26804,474,683,581,199,220,159
MSTRG.26805,60,61,86,213,274,147
MSTRG.26806,206,107,205,620,571,328
MSTRG.26807,406,553,654,1194,968,600
MSTRG.26809,48,55,95,425,366,238
MSTRG.26810,132,101,138,817,641,342
MSTRG.26811,30,75,60,437,367,192
MSTRG.26812,433,648,729,1517,1178,1083
MSTRG.26816,4,11,2,3,0,1
MSTRG.26813,0,13,19,120,173,180
MSTRG.26814,0,0,0,0,0,0
MSTRG.26820,0,0,0,128,59,31
MSTRG.26819,6,0,13,455,268,102
MSTRG.26822,35,75,37,281,195,97
MSTRG.26823,123,84,51,465,613,330
MSTRG.26825,73,56,30,285,197,192
MSTRG.26824,1293,1535,1861,7171,5649,3131
MSTRG.26827,4,23,27,625,417,276
MSTRG.26828,111,269,198,372,266,217
MSTRG.26826,397,363,488,1783,1715,1397
MSTRG.26829,99,115,120,1123,1004,734
MSTRG.26830,700,1031,1021,1788,1410,769
MSTRG.26831,242,435,367,4132,2721,1600
MSTRG.26832,75,129,128,338,261,271
MSTRG.26834,139,248,250,649,578,442
MSTRG.26835,2621,3545,3621,9969,7161,5325
MSTRG.26836,407,501,670,188,192,176
MSTRG.26837,202,238,330,1590,1227,603
MSTRG.26840,57,95,45,127,87,90
MSTRG.26838,433,374,797,1234,1067,722
MSTRG.26839,413,690,816,4602,4091,2533
MSTRG.26841,135,84,160,701,621,425
MSTRG.26842,453,575,628,475,401,251
MSTRG.26844,155,369,552,3015,2031,1546
MSTRG.26846,22,26,23,331,280,206
gene-QOZ80_5AG0404480,7,0,0,4,6,0
MSTRG.26845,1143,1436,1528,3432,2615,1821
MSTRG.26849,20,33,42,161,98,89
MSTRG.26850,3,24,46,7,5,13
MSTRG.26851,10,11,6,4,1,2
MSTRG.26852,17,2,4,7,19,4
MSTRG.26853,102,224,142,7,13,8
MSTRG.26854,25,20,27,96,64,53
MSTRG.26856,139,121,173,439,409,304
MSTRG.26857,787,1260,1533,4348,3609,2106
MSTRG.26858,697,776,843,5175,3279,1064
MSTRG.26860,289,398,544,1167,811,565
MSTRG.26861,157,138,164,579,610,364
MSTRG.26862,46,97,111,61,72,84
MSTRG.26863,22,34,12,27,17,32
MSTRG.26864,4,8,26,14,33,20
MSTRG.26865,53,56,52,24,29,32
MSTRG.26866,94,298,333,480,424,266
MSTRG.26868,30,98,172,1151,720,423
MSTRG.26867,115,112,103,788,577,370
MSTRG.26869,712,871,754,994,742,599
MSTRG.26870,28,14,34,578,380,225
MSTRG.26871,186,156,286,1387,1033,572
MSTRG.26872,353,828,725,1950,1734,1190
MSTRG.26873,839,1131,1146,4211,3283,2238
MSTRG.26874,285,249,236,128,209,107
MSTRG.26876,242,139,134,173,114,41
MSTRG.26877,26,30,11,8,10,5
MSTRG.26878,159,174,144,425,521,243
MSTRG.26880,91,149,153,458,400,211
MSTRG.26882,0,16,0,1,2,0
MSTRG.26881,32,11,26,143,170,83
MSTRG.26879,269,541,563,1840,1147,617
MSTRG.26884,3,9,1,3,0,0
MSTRG.26883,6,0,38,53,71,40
MSTRG.26885,44,82,110,761,506,281
MSTRG.26886,225,517,400,1108,1005,608
gene-QOZ80_5AG0405030,16,0,0,13,16,3
MSTRG.26890,13,0,0,0,0,0
MSTRG.26891,54,111,138,415,378,255
MSTRG.26889,234,412,619,564,564,259
MSTRG.26892,121,143,159,379,349,233
MSTRG.26893,159,159,99,629,556,339
MSTRG.26895,0,0,17,162,233,180
MSTRG.26894,69,25,52,360,442,235
MSTRG.26896,671,1060,700,2781,2816,2472
MSTRG.26897,22,194,50,199,151,89
MSTRG.26898,2,14,14,62,39,23
MSTRG.26899,19,33,32,217,204,108
MSTRG.26900,56,24,60,108,98,108
MSTRG.26902,19,75,21,699,654,353
MSTRG.26901,174,175,203,707,590,403
MSTRG.26903,75,71,130,346,220,106
MSTRG.26904,195,238,219,606,595,412
MSTRG.26905,0,0,0,320,318,210
gene-QOZ80_5AG0405240,0,0,14,48,27,27
MSTRG.26906,90,17,35,293,281,221
MSTRG.26907,94,88,108,438,365,282
MSTRG.26908,114,251,233,722,585,331
MSTRG.26909,317,685,546,1926,1477,1009
MSTRG.26910,108,304,134,811,741,441
MSTRG.26911,226,253,402,1097,965,619
MSTRG.26912,116,61,172,568,481,352
MSTRG.26913,1034,1433,1667,505,423,271
MSTRG.26916,12,30,11,159,156,142
MSTRG.26918,2,20,2,7,4,2
MSTRG.26919,46,74,43,964,808,427
MSTRG.26915,2057,2426,2623,1222,1181,1033
MSTRG.26917,4,8,19,147,103,84
MSTRG.26922,70,71,63,991,822,530
MSTRG.26923,26,0,42,149,141,52
MSTRG.26924,128,256,289,544,409,296
MSTRG.26927,13,0,62,159,173,131
MSTRG.26928,35,44,36,282,258,119
MSTRG.26929,22,18,39,16,39,20
MSTRG.26930,35,145,107,0,11,35
MSTRG.26931,1,0,8,1,0,0
MSTRG.26932,14,7,16,21,36,41
MSTRG.26933,117,83,122,329,358,224
MSTRG.26934,0,0,0,2659,1096,224
MSTRG.26935,292,464,372,5083,2986,1073
MSTRG.26936,32,77,55,190,234,153
MSTRG.26937,19,0,9,13,25,3
MSTRG.26938,59,142,95,160,200,93
MSTRG.26940,21,0,4,21,27,18
MSTRG.26939,224,289,276,929,636,568
MSTRG.26941,769,1260,697,5516,4070,3662
MSTRG.26942,0,0,0,14,24,15
