transcript_id	baseMean	log2FoldChange_MLE	lfcSE_MLE	stat	pvalue	padj	log2FoldChange_apeglm	lfcSE_apeglm	is_novel_class_u	zero_in_all_controls	ctrl_raw_sum	drt_raw_sum	ctrl_n_nonzero	rank_by_padj
MSTRG.43955.1	76.8669118455994	0.180380080984961	0.533641479508023	0.338017354181796	0.735350109963158	0.835217430715243	0.143522290608497	0.473751630325584	FALSE	FALSE	152	419	3	67720
MSTRG.11608.2	37.0587608133824	1.1531689724991	3.41399489128762	0.337777005888891	0.735531239144336	0.835410822658627	0.098354652245604	0.98741616441202	FALSE	FALSE	49	269	2	67721
rna-ELECO.r07.8BG0652680.1	26.4526853550788	0.752798543598499	2.22935351492698	0.337675715653897	0.735607577011578	0.835485189465751	0.134828493157323	0.94040106395874	FALSE	FALSE	34	177	1	67722
MSTRG.11563.1	368.145048144368	0.119230660664339	0.35319377979707	0.337578597032041	0.73568077337471	0.83553981572463	0.106953547989999	0.333959781302396	TRUE	FALSE	732	1850	3	67723
MSTRG.19546.1	41.3538422673219	0.460991812943885	1.36555509847793	0.337585655428855	0.735675453521309	0.83553981572463	0.170600681057473	0.828753432592164	FALSE	FALSE	77	236	2	67724
rna-ELECO.r07.2AG0151710.1	6.07325122163113	-0.548272244281803	1.62417992728349	-0.337568661619167	0.735688261632027	0.83553981572463	-0.154614019348702	0.8752398187708	FALSE	FALSE	16	25	2	67725
MSTRG.33036.1	152.137750886044	-0.142754331918246	0.42291754942166	-0.337546484210604	0.735704976694013	0.835546462102787	-0.120843027629117	0.391530358710575	FALSE	FALSE	317	675	3	67726
MSTRG.36526.1	212.782246415599	0.403416193562238	1.19581552988281	0.337356543280363	0.735848139861952	0.83569671436446	0.176271982166572	0.786414220685589	FALSE	FALSE	332	1211	3	67727
MSTRG.11188.3	53.7029167198611	-0.525850124382991	1.55941981317702	-0.337208825961799	0.735959484393224	0.83579848604104	-0.15431993915519	0.865194599230867	FALSE	FALSE	140	204	2	67728
MSTRG.26794.4	80.4011381336641	0.532896236473108	1.58029913199645	0.33721225664402	0.735956898393141	0.83579848604104	0.163077240327732	0.869861824247891	TRUE	FALSE	125	443	2	67729
rna-ELECO.r07.3BG0258370.1	17.03576327736	-0.402817986154857	1.19467671007286	-0.337177399340353	0.735983173478382	0.835813048197796	-0.168015496434421	0.786189856080387	FALSE	FALSE	39	59	3	67730
MSTRG.38486.2	4.29770438786112	-1.05321990988547	3.1239914529242	-0.337139177797559	0.736011984848231	0.835833426917828	-0.0971690104406604	0.979847233902959	TRUE	FALSE	10	13	1	67731
MSTRG.34841.1	14.2664288064995	0.691716789294292	2.05228179426746	0.337047666273916	0.736080967673555	0.835899424061696	0.141098184779988	0.926140872333352	TRUE	FALSE	24	86	1	67732
MSTRG.28653.1	59.3126359978251	0.560573935851401	1.66391965607873	0.336899641640435	0.736192555473799	0.836013361415536	0.158857765030434	0.882713236098729	TRUE	FALSE	85	321	2	67733
MSTRG.38232.2	32.9455244614487	1.08243035636691	3.21304892375568	0.336885737519886	0.736203037327508	0.836013361415536	0.102976568357124	0.98267400687559	FALSE	FALSE	47	181	1	67734
rna-ELECO.r07.4BG0360100.1	10.5522183950601	-0.2789966390195	0.82827393905752	-0.336841020661553	0.736236748211543	0.836039299655824	-0.167611828311273	0.647649647998725	FALSE	FALSE	24	48	3	67735
MSTRG.6294.2	64.7250156930269	-1.13211083258841	3.36126449278246	-0.336810993309025	0.736259385341691	0.836040319800506	-0.0881791776339537	0.985178757560476	FALSE	FALSE	196	237	1	67736
rna-ELECO.r07.7BG0590840.1	436.831396799696	0.0847534445889863	0.251634033760444	0.336812327499673	0.736258379512314	0.836040319800506	0.0804782754295135	0.244404036025036	FALSE	FALSE	860	2194	3	67737
MSTRG.12106.2	4.70369388090931	0.648556789035477	1.92613128520137	0.336714736954015	0.73633195297719	0.836110378622731	0.145035982876458	0.913487136859512	TRUE	FALSE	8	26	1	67738
rna-ELECO.r07.2AG0119000.1	14.1515896524934	0.498542491769103	1.48148673869804	0.336514987779932	0.73648255132024	0.836269038513986	0.165034137686082	0.851754749463468	FALSE	FALSE	26	87	2	67739
MSTRG.16626.3	177.719810240683	-0.275495916664702	0.818754691070903	-0.336481634449462	0.736507698624948	0.836285247344776	-0.164947217099552	0.643235245726486	FALSE	FALSE	387	833	3	67740
