transcript_id	log2FC_old	log2FC_new_MLE	in_old_2354	in_new_2422
MSTRG.11503.2	-0.006054	0.004275	False	False
MSTRG.11504.1	2.584804	2.584704	True	True
MSTRG.11505.1	10.991425	6.760528	True	True
MSTRG.11506.1	1.362954	1.360927	False	False
MSTRG.11508.1	1.027310	1.004203	False	False
MSTRG.11508.2	-1.685119	-1.469439	False	False
MSTRG.11509.1	-2.935327	-2.901001	False	False
rna-ELECO.r07.2BG0174400.1	6.191970	3.622284	False	False
MSTRG.11507.1	2.529552	2.532143	False	False
rna-ELECO.r07.2BG0174440.1	0.763912	0.718432	False	False
rna-ELECO.r07.2BG0174470.1	0.132471	-0.001733	False	False
MSTRG.11511.2	23.249902	21.616300	False	False
MSTRG.11511.1	0.989233	1.000591	False	False
MSTRG.11514.1	-5.169734	-3.529071	False	False
MSTRG.11512.3	-1.714547	-1.658716	False	False
MSTRG.11512.1	0.272443	0.277554	False	False
MSTRG.11512.2	0.490119	0.474106	False	False
rna-ELECO.r07.2BG0174600.1	0.606399	0.622876	False	False
MSTRG.11517.2	5.716184	5.574136	True	True
MSTRG.11517.1	4.036346	3.997714	False	True
MSTRG.11517.3	0.593042	0.600298	False	False
MSTRG.11517.4	0.732429	0.722207	False	False
MSTRG.11517.5	-1.729082	-1.712768	False	False
MSTRG.11517.7	-0.721696	-0.723048	False	False
MSTRG.11517.6	1.305847	1.260803	False	False
MSTRG.11522.2	23.389063	20.807888	False	False
MSTRG.11522.1	0.566178	0.572872	False	False
rna-ELECO.r07.2BG0174840.1	-3.537181	-3.338631	False	False
MSTRG.11518.5	9.048461	7.772253	False	False
MSTRG.11521.1	-1.657799	-1.590480	False	False
MSTRG.11518.2	-1.232801	-1.221729	False	False
MSTRG.11518.1	-0.633483	-0.642831	False	False
MSTRG.11518.4	-1.439958	-1.433125	False	False
MSTRG.11518.6	-1.357360	-1.363170	False	False
MSTRG.11518.3	0.487717	0.489834	False	False
MSTRG.11518.7	-0.675317	-0.667540	False	False
MSTRG.11518.10	-5.685060	-5.346216	False	False
MSTRG.11518.9	-2.306557	-2.293909	False	False
MSTRG.11518.8	-2.748799	-2.726909	False	False
MSTRG.11518.11	-2.083383	-2.074636	False	False
MSTRG.11518.12	-3.730945	-3.680628	False	False
MSTRG.11520.1	-0.620322	-0.550110	False	False
MSTRG.11534.1	-3.925820	-3.585970	False	False
MSTRG.11535.1	-6.932845	-6.426602	False	False
MSTRG.11539.1	-25.475790	-5.637324	False	False
MSTRG.11526.1	-12.466954	-6.655903	False	False
MSTRG.11530.1	-3.004577	-2.787896	False	False
MSTRG.11532.1	-5.670685	-5.333094	False	False
MSTRG.11533.1	-12.505638	-7.242987	False	False
rna-ELECO.r07.2BG0174860.1	-3.570616	-3.562321	False	False
MSTRG.11523.2	-4.350882	-4.339310	False	False
MSTRG.11523.3	-3.866771	-3.850850	False	False
MSTRG.11524.1	-1.802634	-1.842785	False	False
MSTRG.11525.1	-13.005053	-8.040848	False	False
MSTRG.11527.1	-6.035723	-5.445111	False	False
MSTRG.11528.1	-5.866623	-5.691219	False	False
MSTRG.11529.1	-8.818221	-8.426416	False	False
MSTRG.11540.1	-1.581121	-1.570731	False	False
rna-ELECO.r07.2BG0174920.1	-1.564669	-1.550473	False	False
MSTRG.11541.1	1.695335	1.682201	True	True
MSTRG.11541.2	-3.200634	-2.882990	False	False
MSTRG.11544.1	1.906266	1.777336	False	False
MSTRG.11543.1	3.509951	3.517785	False	False
MSTRG.11543.2	0.146585	0.154498	False	False
MSTRG.11546.1	2.112105	2.124137	False	False
MSTRG.11546.2	0.255101	0.262736	False	False
MSTRG.11549.1	6.009341	5.945150	False	False
MSTRG.11549.2	2.830226	2.770770	False	False
MSTRG.11547.1	-1.725379	-1.706139	False	False
MSTRG.11550.2	-1.124646	-1.118424	False	False
MSTRG.11550.1	0.036035	0.038784	False	False
MSTRG.11550.3	0.472510	0.478531	False	False
rna-ELECO.r07.2BG0175170.1	-0.066501	-0.057097	False	False
MSTRG.11550.5	-2.425539	-2.445154	False	False
MSTRG.11559.1	-8.620439	-4.939604	False	False
MSTRG.11551.1	-0.611613	-0.602857	False	False
MSTRG.11551.2	-3.547259	-3.429705	False	False
rna-ELECO.r07.2BG0175360.1	2.046928	2.041505	False	False
MSTRG.11560.3	-3.450689	-3.299618	False	False
MSTRG.11560.1	-0.574926	-0.567135	False	False
MSTRG.11560.2	-0.817096	-0.807837	False	False
MSTRG.11561.1	0.514031	0.512444	False	False
MSTRG.11562.1	0.903653	0.904983	False	False
rna-ELECO.r07.2BG0175410.1	-1.070083	-1.006866	False	False
MSTRG.11563.3	-2.651575	-2.601657	False	False
MSTRG.11563.1	0.112350	0.119231	False	False
MSTRG.11564.2	3.974163	3.741747	True	True
MSTRG.11564.1	2.020467	1.984724	False	False
MSTRG.11563.2	0.288945	0.277989	False	False
MSTRG.11565.1	-1.174329	-1.162692	False	False
MSTRG.11566.1	-1.290647	-1.281940	False	False
MSTRG.11567.1	-1.308426	-1.317773	False	False
MSTRG.11568.1	-0.723915	-0.705700	False	False
MSTRG.11569.1	-1.214592	-1.154309	False	False
MSTRG.11575.1	-3.567978	-3.346016	False	False
MSTRG.11576.1	-4.273592	-4.002099	False	False
MSTRG.11577.1	-4.244022	-3.771284	False	False
rna-ELECO.r07.2BG0175540.1	-3.518667	-3.408328	False	False
MSTRG.11582.1	1.255380	1.236831	False	False
MSTRG.11583.2	-4.918157	-4.209704	False	False
MSTRG.11583.3	1.606123	1.608173	False	False
MSTRG.11583.4	9.994121	7.129460	True	True
MSTRG.11583.1	0.999491	0.998720	False	False
MSTRG.11583.5	5.029080	4.760719	False	True
MSTRG.11584.2	-23.829668	-6.476113	False	False
MSTRG.11584.1	4.582171	4.583903	False	False
rna-ELECO.r07.2BG0175560.1	-0.637490	-0.630806	False	False
MSTRG.11584.4	2.720762	2.726352	False	False
MSTRG.11586.1	1.421405	1.426880	False	False
rna-ELECO.r07.2BG0175620.1	-1.661635	-1.531263	False	False
MSTRG.11587.2	-2.623341	-2.578130	False	False
MSTRG.11587.3	11.373707	8.012592	True	True
MSTRG.11587.1	0.974975	0.984613	False	False
rna-ELECO.r07.2BG0175630.1	0.610606	0.614684	False	False
MSTRG.11590.1	1.204990	1.171412	False	False
rna-ELECO.r07.2BG0175680.1	-3.003469	-2.998650	False	False
MSTRG.11593.1	4.675675	4.329760	True	True
MSTRG.11593.2	3.584233	3.444807	False	False
MSTRG.11594.2	20.669177	3.812991	False	False
MSTRG.11594.3	5.331131	5.109216	False	False
rna-ELECO.r07.2BG0175700.1	2.912492	2.896436	False	False
MSTRG.11594.1	-0.401158	-0.392870	False	False
rna-ELECO.r07.2BG0175710.1	7.438593	3.380402	False	False
MSTRG.11595.1	2.183657	2.184680	False	False
MSTRG.11596.1	-2.400965	-2.342995	False	False
MSTRG.11597.1	0.291826	0.299972	False	False
MSTRG.11598.1	0.655698	0.662909	False	False
MSTRG.11599.1	-2.313761	-2.290519	False	False
MSTRG.11600.1	0.422833	0.395681	False	False
MSTRG.11601.1	-0.219338	-0.224889	False	False
MSTRG.11603.1	10.239453	7.792631	False	False
MSTRG.11603.3	12.238926	9.797829	False	False
MSTRG.11603.4	0.235713	0.246666	False	False
MSTRG.11603.2	1.682213	1.689144	False	False
rna-ELECO.r07.2BG0175770.1	-0.620522	-0.613196	False	False
MSTRG.11604.1	2.462407	2.447371	False	False
MSTRG.11604.2	22.206528	20.742632	False	False
MSTRG.11604.6	-0.793555	-0.781384	False	False
MSTRG.11604.3	0.776066	0.783306	False	False
MSTRG.11604.4	-1.611653	-1.555843	False	False
MSTRG.11605.1	0.564986	0.568653	False	False
MSTRG.11606.2	-3.355316	-3.340172	False	False
MSTRG.11606.1	-2.783064	-2.775751	False	False
rna-ELECO.r07.2BG0175840.1	-4.066959	-3.788158	False	False
MSTRG.11607.2	1.300919	1.296298	False	False
MSTRG.11607.3	9.795604	7.764331	True	True
MSTRG.11607.1	0.213645	0.220361	False	False
MSTRG.11607.4	-1.272267	-1.262836	False	False
MSTRG.11608.1	1.091221	1.037722	False	False
MSTRG.11608.2	1.167193	1.153169	False	False
rna-ELECO.r07.2BG0175870.1	0.323352	0.323943	False	False
MSTRG.11609.1	4.722624	4.534997	False	False
MSTRG.11609.2	-1.847691	-1.847627	False	False
rna-ELECO.r07.2BG0175890.1	-0.545251	-0.523504	False	False
rna-ELECO.r07.2BG0175950.1	1.258566	1.112797	False	False
MSTRG.11611.1	-0.884241	-0.876010	False	False
MSTRG.11611.2	-1.902120	-1.886088	False	False
MSTRG.11611.5	-3.037041	-3.008205	False	False
MSTRG.11611.8	-6.205774	-6.094252	False	False
MSTRG.11611.6	-3.478737	-3.458224	False	False
MSTRG.11611.3	-4.498949	-4.535176	False	False
MSTRG.11611.7	-3.144951	-3.138896	False	False
MSTRG.11611.4	-1.007764	-1.000144	False	False
MSTRG.11611.9	-2.704635	-2.687294	False	False
MSTRG.11611.10	-2.646474	-2.625548	False	False
MSTRG.11611.11	-6.681449	-6.527545	False	False
rna-ELECO.r07.2BG0175960.1	0.226816	0.235577	False	False
MSTRG.11618.2	11.330131	9.037266	True	True
MSTRG.11618.1	0.724442	0.727389	False	False
MSTRG.11621.1	-4.473292	-4.257717	False	False
MSTRG.11620.1	0.022013	0.027062	False	False
MSTRG.11620.2	-0.750960	-0.758099	False	False
MSTRG.11620.3	-0.371190	-0.354379	False	False
rna-ELECO.r07.2BG0176170.1	6.088517	3.054109	False	False
MSTRG.11622.1	2.482254	2.417008	False	False
MSTRG.11623.1	1.783469	1.775477	False	False
rna-ELECO.r07.2BG0176200.1	0.640334	0.648868	False	False
MSTRG.11625.1	-0.513669	-0.503975	False	False
MSTRG.11625.2	0.755700	0.747661	False	False
MSTRG.11627.1	-4.427429	-4.325399	False	False
MSTRG.11626.1	0.270204	0.277069	False	False
MSTRG.11626.3	-3.300704	-3.183250	False	False
MSTRG.11626.4	10.602052	7.400326	True	True
MSTRG.11626.2	0.508463	0.516097	False	False
MSTRG.11628.3	-2.562750	-2.548848	False	False
MSTRG.11628.4	-3.207088	-3.172680	False	False
MSTRG.11628.1	-0.386177	-0.377327	False	False
MSTRG.11628.2	0.004990	-0.000191	False	False
MSTRG.11628.5	-0.867060	-0.857459	False	False
MSTRG.11629.2	-5.629324	-3.078368	False	False
MSTRG.11629.1	-0.237225	-0.231242	False	False
MSTRG.11629.4	-2.260642	-2.251021	False	False
MSTRG.11629.5	0.421235	0.406636	False	False
MSTRG.11630.2	-11.381447	-7.940610	False	False
MSTRG.11630.1	-7.309701	-7.230590	False	False
rna-ELECO.r07.2BG0176350.1	-8.568307	-8.703665	False	False
MSTRG.11631.1	-0.600771	-0.588035	False	False
MSTRG.11632.1	2.060396	2.023726	True	True
MSTRG.11635.2	1.253733	1.257184	False	False
MSTRG.11635.3	-3.409080	-3.332017	False	False
MSTRG.11635.5	2.076505	2.070055	False	False
MSTRG.11635.1	0.120696	0.131431	False	False
MSTRG.11635.4	-1.452771	-1.443658	False	False
MSTRG.11635.6	-1.163115	-1.055527	False	False
MSTRG.11640.1	1.374998	1.381651	False	False
MSTRG.11641.1	-13.459287	-9.964827	False	False
rna-ELECO.r07.2BG0176510.1	5.234945	4.721912	False	False
rna-ELECO.r07.2BG0176520.1	-1.937174	-1.925334	False	False
MSTRG.11638.1	1.328549	1.326264	False	False
MSTRG.11639.1	0.764914	0.774503	False	False
MSTRG.11643.1	10.169095	7.061175	True	True
MSTRG.11643.2	1.376551	1.366120	False	False
MSTRG.11646.1	-3.474796	-3.250784	False	False
MSTRG.11644.1	-6.358004	-6.274500	False	False
MSTRG.11644.2	-12.536085	-7.754667	False	False
MSTRG.11647.3	5.045651	4.591885	True	True
MSTRG.11647.2	6.028453	5.424758	False	False
MSTRG.11647.1	1.632697	1.636883	True	True
rna-ELECO.r07.2BG0176720.1	1.685929	1.682092	False	False
MSTRG.11649.1	4.404506	4.309922	True	True
MSTRG.11649.2	3.686552	3.686869	False	True
MSTRG.11650.2	5.478773	4.297768	False	False
rna-ELECO.r07.2BG0176770.1	5.853587	4.619265	False	False
MSTRG.11650.4	-23.536754	-6.872521	False	False
MSTRG.11650.1	1.252991	1.260195	False	False
MSTRG.11652.1	-0.439676	-0.437323	False	False
rna-ELECO.r07.2BG0176790.1	-0.749994	-0.693071	False	False
MSTRG.11653.1	-0.414596	-0.407005	False	False
MSTRG.11651.1	-1.410835	-1.402267	False	False
rna-ELECO.r07.2BG0176780.1	-3.537872	-3.509384	False	False
MSTRG.11655.1	-11.225263	-5.496773	False	False
MSTRG.11657.1	-3.965553	-3.762856	False	False
MSTRG.11659.1	1.490057	1.477937	False	False
MSTRG.11660.1	1.576116	1.603286	False	False
MSTRG.11662.1	-1.699470	-1.678333	False	False
MSTRG.11663.1	-0.150655	-0.181059	False	False
MSTRG.11661.3	-3.682697	-3.669106	False	False
MSTRG.11661.2	-0.745803	-0.736982	False	False
MSTRG.11661.5	23.629470	22.721780	False	False
MSTRG.11661.6	23.433682	22.312943	False	False
rna-ELECO.r07.2BG0176850.1	6.136886	5.107518	False	False
MSTRG.11661.1	0.638195	0.646595	False	False
MSTRG.11661.4	-27.272168	-26.094151	False	False
MSTRG.11664.1	-1.398369	-1.404127	False	False
MSTRG.11666.2	1.854627	1.839518	False	False
MSTRG.11666.1	1.373157	1.371937	False	False
rna-ELECO.r07.2BG0176940.1	3.284914	2.921088	False	False
rna-ELECO.r07.2BG0176920.1	2.098109	2.092554	False	False
MSTRG.11668.2	3.371826	3.214214	False	False
MSTRG.11668.1	1.481113	1.485366	False	False
MSTRG.11671.1	2.763451	2.762891	False	False
MSTRG.11669.1	0.183141	0.190870	False	False
rna-ELECO.r07.2BG0176990.1	0.080063	0.076498	False	False
MSTRG.11672.1	-2.979248	-2.962723	False	False
rna-ELECO.r07.2BG0177050.1	-0.663817	-0.794281	False	False
MSTRG.11673.1	-0.727570	-0.729760	False	False
MSTRG.11674.2	1.516788	1.515050	False	False
MSTRG.11674.1	0.497840	0.500352	False	False
MSTRG.11675.2	9.868498	7.749934	False	False
rna-ELECO.r07.2BG0177100.1	-0.822996	-0.749673	False	False
MSTRG.11675.1	2.033343	2.040008	False	False
rna-ELECO.r07.2BG0177140.1	1.073847	1.161042	False	False
MSTRG.11676.3	0.741289	0.786275	False	False
MSTRG.11676.1	1.432350	1.427943	False	False
MSTRG.11676.2	-0.289425	-0.314292	False	False
MSTRG.11677.1	-0.873483	-0.862413	False	False
MSTRG.11677.2	-3.432697	-3.427972	False	False
rna-ELECO.r07.2BG0177230.1	-1.212266	-1.199177	False	False
MSTRG.11678.2	0.018914	0.046095	False	False
MSTRG.11679.3	-12.461696	-8.875804	False	False
MSTRG.11679.1	-0.421744	-0.414340	False	False
MSTRG.11679.2	-1.159980	-1.144422	False	False
rna-ELECO.r07.2BG0177270.1	-3.244305	-3.215159	False	False
MSTRG.11681.1	-3.064283	-3.049971	False	False
MSTRG.11682.2	-24.893235	-7.039404	False	False
MSTRG.11682.1	0.500156	0.498683	False	False
rna-ELECO.r07.2BG0177380.1	-3.400576	-3.140243	False	False
MSTRG.11683.1	3.018690	3.017783	False	False
rna-ELECO.r07.2BG0177420.1	-2.598431	-2.575614	False	False
MSTRG.11684.1	0.024437	0.030676	False	False
rna-ELECO.r07.2BG0177430.1	0.115502	0.095696	False	False
rna-ELECO.r07.2BG0177440.1	-1.168831	-1.194819	False	False
rna-ELECO.r07.2BG0177510.1	-4.387030	-4.301660	False	False
rna-ELECO.r07.2BG0177470.1	-1.117593	-1.111145	False	False
rna-ELECO.r07.2BG0177520.1	-1.287354	-1.279128	False	False
rna-ELECO.r07.2BG0177540.1	0.132576	0.141522	False	False
MSTRG.11692.1	-5.608605	-4.577408	False	False
rna-ELECO.r07.2BG0177530.1	0.582182	0.588523	False	False
MSTRG.11693.1	-0.934046	-0.779424	False	False
MSTRG.11694.1	-1.133094	-1.040678	False	False
rna-ELECO.r07.2BG0177550.1	-0.753574	-0.757084	False	False
MSTRG.11696.1	2.601467	2.607856	True	True
MSTRG.11699.1	2.442501	2.430111	True	True
MSTRG.11701.1	-3.703717	-3.492294	False	False
MSTRG.11700.2	10.445370	7.074563	True	True
MSTRG.11700.1	-1.835331	-1.805773	False	False
MSTRG.11700.3	-2.400149	-1.832550	False	False
rna-ELECO.r07.2BG0177600.1	0.945946	0.828683	False	False
MSTRG.11702.1	-0.233621	-0.223051	False	False
MSTRG.11704.1	11.017468	7.305584	True	True
MSTRG.11705.2	1.812535	1.802437	False	False
rna-ELECO.r07.2BG0177680.1	0.055900	0.051007	False	False
MSTRG.11703.1	2.403477	2.410794	False	False
rna-ELECO.r07.2BG0177660.1	0.017730	0.019883	False	False
MSTRG.11703.2	-0.633183	-0.625405	False	False
MSTRG.11703.3	-0.521888	-0.514271	False	False
MSTRG.11706.1	-0.564178	-0.561834	False	False
rna-ELECO.r07.2BG0177710.1	-0.282341	-0.281820	False	False
rna-ELECO.r07.2BG0177740.1	9.940288	7.266473	False	False
MSTRG.11707.1	0.687717	0.688098	False	False
rna-ELECO.r07.2BG0177780.1	-1.767751	-1.766377	False	False
MSTRG.11709.2	3.423552	3.295369	False	False
MSTRG.11709.1	-0.471078	-0.462897	False	False
rna-ELECO.r07.2BG0177870.1	0.553119	0.566643	False	False
MSTRG.11712.1	2.911145	2.867103	False	False
MSTRG.11711.2	-0.730593	-0.695939	False	False
MSTRG.11711.1	-0.599290	-0.602950	False	False
MSTRG.11711.3	-3.319164	-3.207042	False	False
rna-ELECO.r07.2BG0177940.1	2.200071	2.119803	False	False
rna-ELECO.r07.2BG0177900.1	-0.121845	-0.115748	False	False
MSTRG.11713.2	-0.967241	-0.978383	False	False
rna-ELECO.r07.2BG0177970.1	0.409964	0.415603	False	False
rna-ELECO.r07.2BG0177980.1	2.154277	2.105761	False	False
MSTRG.11717.3	-24.285180	-7.309273	False	False
MSTRG.11717.1	1.125118	1.121824	False	False
MSTRG.11717.2	-1.302737	-1.292952	False	False
rna-ELECO.r07.2BG0178010.1	-1.459056	-1.579831	False	False
MSTRG.11720.1	1.315651	1.290824	False	False
MSTRG.11721.1	-1.742744	-1.733712	False	False
MSTRG.11719.1	0.418596	0.428331	False	False
rna-ELECO.r07.2BG0178050.1	1.312324	1.319169	False	False
MSTRG.11722.1	0.701955	0.709235	False	False
rna-ELECO.r07.2BG0178060.1	0.646954	0.656347	False	False
rna-ELECO.r07.2BG0178090.1	2.062890	2.066047	False	False
rna-ELECO.r07.2BG0178120.1	8.149297	4.132618	False	False
rna-ELECO.r07.2BG0178110.1	7.970259	5.537583	False	False
MSTRG.11725.1	0.023443	0.026731	False	False
MSTRG.11727.1	-7.190280	-6.924685	False	False
MSTRG.11730.1	0.441796	0.450623	False	False
MSTRG.11730.4	10.337156	8.687094	True	True
MSTRG.11730.5	-1.870811	-1.843319	False	False
MSTRG.11730.3	-0.304641	-0.297511	False	False
MSTRG.11730.2	1.266707	1.272258	False	False
MSTRG.11731.2	1.019242	1.015973	False	False
MSTRG.11731.1	0.514074	0.524451	False	False
rna-ELECO.r07.2BG0178210.1	-0.221460	-0.231896	False	False
MSTRG.11732.1	10.672743	8.515082	True	True
MSTRG.11732.2	0.460021	0.461142	False	False
MSTRG.11733.3	10.545518	7.786591	True	True
MSTRG.11733.4	-2.129012	-2.118583	False	False
MSTRG.11733.1	1.255073	1.258420	False	False
MSTRG.11733.2	-1.474381	-1.497962	False	False
rna-ELECO.r07.2BG0178220.1	0.193583	0.190322	False	False
MSTRG.11737.1	1.511292	1.478668	False	False
MSTRG.11736.2	0.775249	0.787407	False	False
MSTRG.11736.1	0.262137	0.267025	False	False
rna-ELECO.r07.2BG0178300.1	1.726572	1.658976	False	False
MSTRG.11740.1	2.238528	2.175475	False	False
rna-ELECO.r07.2BG0178390.1	-1.162795	-1.093839	False	False
MSTRG.11741.1	0.284621	0.293558	False	False
MSTRG.11741.2	1.963064	1.961798	False	False
MSTRG.11742.3	22.578738	21.381319	False	False
MSTRG.11742.5	-3.940620	-3.797774	False	False
MSTRG.11742.6	-3.557370	-3.211598	False	False
MSTRG.11742.1	-0.414473	-0.407941	False	False
MSTRG.11742.2	1.082956	1.089953	False	False
MSTRG.11742.4	1.616496	1.633485	False	False
MSTRG.11748.1	-6.768440	-6.251500	False	False
MSTRG.11748.2	-3.718377	-3.663946	False	False
MSTRG.11746.1	1.515678	1.498036	False	False
MSTRG.11749.1	-4.262004	-3.987379	False	False
rna-ELECO.r07.2BG0178560.1	-1.628561	-1.640042	False	False
rna-ELECO.r07.2BG0178570.1	0.749426	0.682524	False	False
MSTRG.11750.1	-4.630163	-4.599406	False	False
MSTRG.11751.1	-3.349651	-3.221254	False	False
MSTRG.11752.1	-3.212809	-3.174727	False	False
MSTRG.11752.2	-1.548067	-1.296164	False	False
MSTRG.11750.2	-3.122392	-3.113011	False	False
rna-ELECO.r07.2BG0178540.1	-5.019014	-4.990110	False	False
MSTRG.11728.1	-4.822077	-4.813253	False	False
rna-ELECO.r07.2BG0178600.1	-2.055784	-1.989608	False	False
MSTRG.11757.1	-3.024956	-3.013284	False	False
rna-ELECO.r07.2BG0178590.1	-5.335381	-5.133536	False	False
rna-ELECO.r07.2BG0178610.1	0.047625	0.055358	False	False
MSTRG.11760.1	0.171754	0.179464	False	False
MSTRG.11761.1	3.681607	3.671062	False	False
MSTRG.11761.3	1.116625	1.119065	False	False
MSTRG.11761.4	8.109559	6.385130	False	False
MSTRG.11761.5	0.355496	0.361209	False	False
MSTRG.11761.6	0.427217	0.430328	False	False
MSTRG.11761.7	0.706173	0.711707	False	False
MSTRG.11761.2	3.894651	3.865811	False	False
MSTRG.11761.9	-2.137180	-2.120738	False	False
MSTRG.11761.10	0.079979	0.091890	False	False
MSTRG.11762.1	1.104063	1.101645	False	False
MSTRG.11762.2	2.470160	2.463175	False	False
MSTRG.11762.5	-2.932773	-2.761283	False	False
MSTRG.11762.3	0.476214	0.482281	False	False
MSTRG.11762.4	2.039900	1.320045	False	False
MSTRG.11762.6	-0.773113	-0.782034	False	False
MSTRG.11765.1	-3.349266	-3.294256	False	False
rna-ELECO.r07.2BG0178750.1	0.587085	0.560539	False	False
MSTRG.11766.1	-2.134640	-2.065626	False	False
MSTRG.11769.1	-2.824772	-2.810620	False	False
MSTRG.11771.1	-1.013245	-0.902107	False	False
MSTRG.11770.3	-1.095261	-1.191535	False	False
MSTRG.11770.1	0.366168	0.368161	False	False
MSTRG.11770.2	-3.569336	-3.624978	False	False
MSTRG.11774.1	-1.123764	-1.143675	False	False
MSTRG.11775.1	-0.123482	-0.119474	False	False
MSTRG.11776.3	1.026950	1.022648	False	False
MSTRG.11776.1	-1.112561	-1.101430	False	False
MSTRG.11776.2	-0.958883	-0.945872	False	False
MSTRG.11768.2	-6.394774	-6.305785	False	False
rna-ELECO.r07.2BG0178770.1	-2.156217	-2.147701	False	False
rna-ELECO.r07.2BG0178850.1	-2.172894	-2.164970	False	False
MSTRG.11778.1	1.795758	1.546952	False	False
MSTRG.11782.1	-10.147099	-7.465053	False	False
MSTRG.11781.2	-3.904075	-3.700408	False	False
rna-ELECO.r07.2BG0179020.1	-1.702524	-1.700716	False	False
MSTRG.11781.1	-0.297038	-0.290789	False	False
MSTRG.11784.1	0.941097	0.919809	False	False
rna-ELECO.r07.2BG0179050.1	7.542165	4.764587	False	False
MSTRG.11783.1	1.230943	1.237853	False	False
MSTRG.11783.3	0.737739	0.717118	False	False
MSTRG.11787.3	1.981332	1.924110	False	False
MSTRG.11787.5	6.650037	6.312733	True	True
MSTRG.11787.1	-1.370603	-1.368939	False	False
MSTRG.11787.2	-0.044887	-0.037447	False	False
MSTRG.11787.4	2.020284	2.066442	False	False
MSTRG.11787.6	-3.201055	-3.147539	False	False
MSTRG.11788.4	0.739080	0.741981	False	False
MSTRG.11788.6	0.837289	0.822890	False	False
MSTRG.11788.2	-3.190821	-3.172917	False	False
MSTRG.11788.1	-0.551341	-0.544628	False	False
MSTRG.11788.3	-1.716385	-1.705253	False	False
MSTRG.11788.5	-2.308938	-2.296321	False	False
MSTRG.11789.4	-2.054656	-2.055159	False	False
MSTRG.11789.6	-0.307495	-0.286045	False	False
MSTRG.11789.3	-0.653853	-0.643410	False	False
MSTRG.11789.1	0.568529	0.577335	False	False
MSTRG.11789.2	9.733519	8.595676	True	True
MSTRG.11789.5	8.782088	8.754534	True	True
rna-ELECO.r07.2BG0179230.1	0.884499	0.892541	False	False
MSTRG.11791.2	22.181870	6.607598	False	False
rna-ELECO.r07.2BG0179240.1	1.638001	1.624722	False	False
MSTRG.11791.1	0.345967	0.353307	False	False
rna-ELECO.r07.2BG0179330.1	-1.505139	-1.498935	False	False
MSTRG.11793.1	-0.742715	-0.724650	False	False
MSTRG.11794.3	1.972650	1.729888	False	False
MSTRG.11794.4	-0.295392	-0.277084	False	False
MSTRG.11794.2	0.341722	0.340579	False	False
MSTRG.11794.1	2.813949	2.695833	False	True
MSTRG.11794.5	-0.471008	-0.468383	False	False
rna-ELECO.r07.2BG0179350.1	3.383927	3.376375	False	False
MSTRG.11795.1	1.207914	1.214957	False	False
MSTRG.11796.1	-0.489293	-0.481879	False	False
rna-ELECO.r07.2BG0179370.1	-3.931983	-3.882227	False	False
MSTRG.11797.2	3.312272	3.284464	False	False
MSTRG.11797.3	1.990461	1.976887	False	False
MSTRG.11797.1	0.517124	0.528796	False	False
MSTRG.11799.1	-0.344465	-0.362136	False	False
MSTRG.11798.2	20.315507	4.473115	False	False
MSTRG.11798.1	0.753777	0.758779	False	False
rna-ELECO.r07.2BG0179390.1	0.213158	0.217903	False	False
MSTRG.11800.2	0.653283	0.658701	False	False
MSTRG.11800.3	-0.756750	-0.751659	False	False
MSTRG.11800.6	-0.479927	-0.546135	False	False
MSTRG.11800.8	-1.727701	-1.640672	False	False
MSTRG.11800.9	-1.454402	-1.434286	False	False
MSTRG.11800.10	-0.680856	-0.658587	False	False
MSTRG.11800.1	-1.333275	-1.327596	False	False
MSTRG.11800.4	-0.626151	-0.617341	False	False
MSTRG.11800.7	-1.239586	-1.230835	False	False
MSTRG.11800.5	-0.221581	-0.213623	False	False
MSTRG.11800.11	-1.846458	-1.827622	False	False
MSTRG.11801.1	10.867575	8.631646	True	True
MSTRG.11801.2	0.358408	0.364071	False	False
MSTRG.11802.1	-0.126402	-0.120845	False	False
MSTRG.11803.1	0.934036	0.927186	False	False
rna-ELECO.r07.2BG0179430.1	1.002093	0.956698	False	False
MSTRG.11804.1	0.053868	0.060554	False	False
MSTRG.11804.2	-2.541605	-2.407920	False	False
rna-ELECO.r07.2BG0179470.1	-26.245536	-23.207440	False	False
MSTRG.11807.3	-1.342413	-1.312052	False	False
MSTRG.11807.2	-0.617704	-0.613128	False	False
MSTRG.11806.1	0.207929	0.218580	False	False
rna-ELECO.r07.2BG0179450.1	-0.058829	-0.051119	False	False
rna-ELECO.r07.2BG0179480.1	-0.151885	-0.141562	False	False
rna-ELECO.r07.2BG0179490.1	-1.908810	-1.845301	False	False
MSTRG.11809.1	1.318311	1.317780	False	False
rna-ELECO.r07.2BG0179540.1	-2.323166	-2.290526	False	False
MSTRG.11810.2	12.261507	9.710004	False	False
MSTRG.11810.1	-1.372209	-1.363068	False	False
rna-ELECO.r07.2BG0179530.1	1.273879	1.259538	False	False
MSTRG.11813.2	0.196503	0.196167	False	False
MSTRG.11813.4	-1.407960	-1.394677	False	False
MSTRG.11813.1	0.606131	0.613257	False	False
MSTRG.11813.3	-6.845633	-6.432207	False	False
rna-ELECO.r07.2BG0179570.1	-2.121067	-1.952632	False	False
MSTRG.11814.1	0.469033	0.474241	False	False
rna-ELECO.r07.2BG0179560.1	1.791087	1.795137	False	False
