transcript_id	log2FC_old	log2FC_new_MLE	in_old_2354	in_new_2422
rna-ELECO.r07.5BG0417800.1	-4.611596	-4.514000	False	False
rna-ELECO.r07.5BG0417810.1	3.252716	3.171039	False	False
MSTRG.27760.3	-24.788563	-22.173288	False	False
MSTRG.27760.4	-24.767405	-22.456686	False	False
MSTRG.27760.5	-24.336309	-21.565732	False	False
MSTRG.27760.1	1.813692	1.818230	False	False
rna-ELECO.r07.5BG0417820.1	0.049370	0.059112	False	False
rna-ELECO.r07.5BG0417830.1	0.428253	0.397069	False	False
MSTRG.27761.1	0.114946	0.121473	False	False
MSTRG.27762.1	0.844068	0.850487	False	False
rna-ELECO.r07.5BG0417850.1	2.813020	2.758544	False	False
rna-ELECO.r07.5BG0417900.1	0.784813	0.763295	False	False
MSTRG.27765.1	0.491296	0.496819	False	False
rna-ELECO.r07.5BG0417880.1	-1.728677	-1.668070	False	False
MSTRG.27766.1	-0.349482	-0.341079	False	False
MSTRG.27768.1	-0.274894	-0.264520	False	False
rna-ELECO.r07.5BG0417930.1	-7.550528	-7.601814	False	False
MSTRG.27772.1	-26.127830	-6.224349	False	False
MSTRG.27773.1	-11.631423	-6.367764	False	False
MSTRG.27778.1	-0.648551	-0.648084	False	False
rna-ELECO.r07.5BG0417980.1	-1.241691	-1.232785	False	False
MSTRG.27780.2	9.073099	5.372790	False	False
MSTRG.27780.1	0.470947	0.477991	False	False
rna-ELECO.r07.5BG0418010.1	0.178041	0.173208	False	False
rna-ELECO.r07.5BG0418030.1	1.366496	1.374235	False	False
rna-ELECO.r07.5BG0418040.1	2.537901	2.484694	False	False
rna-ELECO.r07.5BG0418050.1	-3.113496	-3.096448	False	False
MSTRG.27785.1	-3.778880	-3.769733	False	False
MSTRG.27785.3	-2.983259	-2.957865	False	False
MSTRG.27785.2	-2.489897	-2.480796	False	False
MSTRG.27785.4	-2.938906	-2.936279	False	False
MSTRG.27785.5	-2.459400	-2.435852	False	False
rna-ELECO.r07.5BG0418070.1	-1.807742	-1.757045	False	False
rna-ELECO.r07.5BG0418080.1	-0.312695	-0.311438	False	False
rna-ELECO.r07.5BG0418090.1	0.724304	0.731421	False	False
rna-ELECO.r07.5BG0418130.1	5.576831	5.537578	False	False
rna-ELECO.r07.5BG0418150.1	-10.383310	-6.949810	False	False
rna-ELECO.r07.5BG0418160.1	-0.317846	-0.328972	False	False
MSTRG.27789.1	1.460618	1.467756	False	False
rna-ELECO.r07.5BG0418140.1	2.227410	2.225016	False	False
MSTRG.27793.2	-0.619632	-0.545710	False	False
rna-ELECO.r07.5BG0418190.1	1.167906	1.139280	False	False
MSTRG.27792.1	-2.189244	-2.172530	False	False
MSTRG.27792.2	-2.033242	-1.996038	False	False
rna-ELECO.r07.5BG0418180.1	-0.833010	-0.976565	False	False
MSTRG.27796.1	-0.134756	-0.127081	False	False
rna-ELECO.r07.5BG0418240.1	0.164343	0.170930	False	False
rna-ELECO.r07.5BG0418250.1	-0.151015	-0.182362	False	False
MSTRG.27798.1	3.969822	3.814163	False	False
MSTRG.27798.2	-0.030285	-0.021187	False	False
rna-ELECO.r07.5BG0418260.1	-0.891164	-0.882402	False	False
rna-ELECO.r07.5BG0418270.1	-0.443777	-0.452856	False	False
MSTRG.27799.1	1.125435	1.117332	False	False
MSTRG.27800.1	1.049965	1.011587	False	False
rna-ELECO.r07.5BG0418290.1	3.500371	3.439070	False	False
MSTRG.27801.1	8.246681	7.732173	False	False
rna-ELECO.r07.5BG0418300.1	12.877135	9.640399	False	False
MSTRG.27801.3	3.761166	3.763890	False	False
rna-ELECO.r07.5BG0418320.1	0.121649	0.120326	False	False
MSTRG.27803.2	-2.037662	-2.006714	False	False
MSTRG.27804.1	-0.103334	-0.093191	False	False
rna-ELECO.r07.5BG0418340.1	1.122978	1.001248	False	False
MSTRG.27805.1	6.675824	6.655714	False	False
MSTRG.27805.2	2.709326	2.714336	False	False
rna-ELECO.r07.5BG0418350.1	-1.076911	-1.058820	False	False
rna-ELECO.r07.5BG0418370.1	1.251993	1.255857	False	False
rna-ELECO.r07.5BG0418380.1	1.122713	1.025544	False	False
MSTRG.27807.1	1.094053	1.090462	False	False
rna-ELECO.r07.5BG0418390.1	-3.674721	-3.598598	False	False
rna-ELECO.r07.5BG0418400.1	-0.221375	-0.220567	False	False
MSTRG.27809.1	3.663834	3.314219	False	False
MSTRG.27809.2	0.465353	0.472775	False	False
rna-ELECO.r07.5BG0418410.1	-0.964568	-0.971474	False	False
rna-ELECO.r07.5BG0418420.1	14.786890	12.075710	False	False
MSTRG.27810.1	3.689462	3.698612	False	False
MSTRG.27811.1	-0.843447	-0.831273	False	False
rna-ELECO.r07.5BG0418430.1	-0.804470	-0.797569	False	False
MSTRG.27812.1	-3.586761	-3.149983	False	False
MSTRG.27816.1	-3.832927	-3.792282	False	False
rna-ELECO.r07.5BG0418460.1	-2.792283	-2.591138	False	False
MSTRG.27818.1	2.764510	2.760129	False	False
rna-ELECO.r07.5BG0418490.1	1.042289	1.042185	False	False
rna-ELECO.r07.5BG0418510.1	0.571464	0.578582	False	False
MSTRG.27819.1	0.642304	0.635451	False	False
MSTRG.27819.2	1.146923	1.137896	False	False
MSTRG.27820.1	-3.454736	-3.462601	False	False
MSTRG.27821.1	-3.390960	-3.387667	False	False
rna-ELECO.r07.5BG0418560.1	6.988405	3.355824	False	False
MSTRG.27822.1	0.496774	0.502273	False	False
MSTRG.27823.2	9.690348	6.678094	False	False
MSTRG.27823.1	-0.123290	-0.125853	False	False
rna-ELECO.r07.5BG0418570.1	-1.978774	-1.860331	False	False
MSTRG.27824.1	-0.567440	-0.565802	False	False
rna-ELECO.r07.5BG0418590.1	6.750713	4.252299	False	False
MSTRG.27825.1	5.730168	5.738030	False	False
MSTRG.27826.2	4.662820	4.630086	False	False
MSTRG.27826.1	-2.251034	-2.242812	False	False
rna-ELECO.r07.5BG0418600.1	-1.449538	-1.440587	False	False
rna-ELECO.r07.5BG0418630.1	-3.862294	-3.762793	False	False
MSTRG.27828.1	0.329264	0.330729	False	False
rna-ELECO.r07.5BG0418620.1	-1.434786	-1.437079	False	False
MSTRG.27829.5	-1.909976	-1.895621	False	False
MSTRG.27829.6	-1.936196	-1.900885	False	False
MSTRG.27829.1	-0.585523	-0.584547	False	False
MSTRG.27829.2	0.768803	0.765400	False	False
MSTRG.27829.3	0.137520	0.145628	False	False
MSTRG.27829.4	0.048061	0.054325	False	False
rna-ELECO.r07.5BG0418650.1	-2.075528	-2.053013	False	False
rna-ELECO.r07.5BG0418660.1	-0.278653	-0.271670	False	False
MSTRG.27831.1	0.068702	0.076803	False	False
rna-ELECO.r07.5BG0418670.1	-0.789476	-0.779479	False	False
rna-ELECO.r07.5BG0418680.1	0.680013	0.627435	False	False
MSTRG.27832.2	-1.335205	-1.142927	False	False
rna-ELECO.r07.5BG0418700.1	6.600444	3.547499	False	False
MSTRG.27832.1	1.088157	1.087932	False	False
rna-ELECO.r07.5BG0418710.1	1.042099	1.049352	False	False
MSTRG.27833.2	2.525512	2.526560	False	False
MSTRG.27833.3	2.306323	2.301425	False	False
MSTRG.27834.1	-4.336004	-4.297626	False	False
rna-ELECO.r07.5BG0418720.1	1.933819	1.909601	False	False
MSTRG.27835.2	0.428902	0.420709	False	False
MSTRG.27835.1	0.055466	0.055368	False	False
rna-ELECO.r07.5BG0418730.1	-1.885848	-1.866361	False	False
MSTRG.27836.3	11.281905	8.824611	True	True
MSTRG.27836.1	0.378835	0.384191	False	False
MSTRG.27836.2	-0.231937	-0.230790	False	False
MSTRG.27836.4	8.479680	6.161939	True	True
MSTRG.27836.5	3.911384	3.595476	False	True
MSTRG.27839.1	1.647232	1.654418	False	False
rna-ELECO.r07.5BG0418780.1	2.035646	2.020731	False	False
rna-ELECO.r07.5BG0418810.1	1.726592	1.690202	False	False
MSTRG.27844.1	-2.416656	-2.235181	False	False
rna-ELECO.r07.5BG0418820.1	-0.258210	-0.243232	False	False
MSTRG.27843.2	3.193067	3.192866	False	False
MSTRG.27843.3	-1.693321	-1.694614	False	False
rna-ELECO.r07.5BG0418830.1	3.280586	3.224461	False	False
rna-ELECO.r07.5BG0418790.1	1.636378	1.619413	False	False
MSTRG.27847.1	0.269754	0.240398	False	False
rna-ELECO.r07.5BG0418860.1	0.150254	0.155780	False	False
MSTRG.27847.2	1.672233	1.660957	False	False
MSTRG.27847.4	-0.006338	-0.017557	False	False
MSTRG.27848.1	-1.105944	-1.099936	False	False
rna-ELECO.r07.5BG0418870.1	-4.421196	-4.169934	False	False
rna-ELECO.r07.5BG0418880.1	-1.150468	-1.130159	False	False
rna-ELECO.r07.5BG0418890.1	0.294551	0.301775	False	False
rna-ELECO.r07.5BG0418970.1	-5.584927	-5.288830	False	False
MSTRG.27856.2	-25.101315	-7.637513	False	False
MSTRG.27856.1	2.813163	2.802446	False	False
MSTRG.27857.1	-2.068979	-1.912828	False	False
MSTRG.27853.1	-3.873682	-3.820963	False	False
MSTRG.27853.2	-1.288690	-1.282797	False	False
MSTRG.27853.3	-0.296310	-0.288251	False	False
MSTRG.27853.4	-2.970583	-2.939350	False	False
MSTRG.27853.5	-25.695935	-22.430326	False	False
MSTRG.27853.6	0.040510	0.050278	False	False
MSTRG.27853.7	-4.038111	-3.992173	False	False
MSTRG.27853.8	-2.274876	-2.264126	False	False
MSTRG.27853.9	-2.325446	-2.317414	False	False
MSTRG.27854.1	-12.569065	-8.101866	False	False
rna-ELECO.r07.5BG0419050.1	1.196451	1.201263	False	False
MSTRG.27858.1	-1.999091	-1.990715	False	False
MSTRG.27860.1	1.827009	1.838481	False	False
rna-ELECO.r07.5BG0419060.1	-0.920976	-0.911633	False	False
rna-ELECO.r07.5BG0419080.1	0.579822	0.550923	False	False
rna-ELECO.r07.5BG0419120.1	-2.932320	-2.816639	False	False
rna-ELECO.r07.5BG0419130.1	-2.900667	-2.681755	False	False
rna-ELECO.r07.5BG0419160.1	-1.916195	-1.826416	False	False
MSTRG.27864.1	-0.004073	0.003625	False	False
rna-ELECO.r07.5BG0419150.1	1.038377	1.032823	False	False
rna-ELECO.r07.5BG0419180.1	1.100667	1.105063	False	False
rna-ELECO.r07.5BG0419190.1	1.659684	1.648021	False	False
rna-ELECO.r07.5BG0419170.1	-1.597265	-1.590222	False	False
MSTRG.27870.1	-0.061933	-0.054955	False	False
rna-ELECO.r07.5BG0419220.1	-2.764706	-2.739991	False	False
MSTRG.27873.1	0.175013	0.188030	False	False
MSTRG.27875.2	5.680495	5.483096	False	False
MSTRG.27875.3	6.829600	6.723921	False	False
MSTRG.27875.4	8.589245	5.552688	False	False
MSTRG.27875.5	8.933528	5.921758	False	False
rna-ELECO.r07.5BG0419280.1	10.974765	7.842435	False	False
MSTRG.27875.1	-0.585217	-0.577876	False	False
MSTRG.27876.2	0.646504	0.655381	False	False
MSTRG.27876.3	-26.715544	-24.272415	False	False
MSTRG.27876.1	-0.200457	-0.191852	False	False
MSTRG.27878.1	0.485292	0.472356	False	False
rna-ELECO.r07.5BG0419330.1	6.445051	2.929192	False	False
MSTRG.27877.1	-0.129408	-0.124929	False	False
MSTRG.27877.2	0.727523	0.646397	False	False
MSTRG.27877.3	0.276671	0.296655	False	False
MSTRG.27877.4	1.163315	1.160878	False	False
rna-ELECO.r07.5BG0419320.1	-0.114182	-0.109053	False	False
rna-ELECO.r07.5BG0419370.1	1.079712	0.973764	False	False
MSTRG.27880.1	2.505770	2.514066	False	False
MSTRG.27880.2	1.334427	1.318365	False	False
rna-ELECO.r07.5BG0419380.1	-9.687542	-7.119703	False	False
rna-ELECO.r07.5BG0419390.1	0.560372	0.768491	False	False
rna-ELECO.r07.5BG0419430.1	6.732085	6.672651	False	False
MSTRG.27882.2	7.026666	6.688803	False	False
MSTRG.27883.2	-0.226845	-0.212450	False	False
MSTRG.27883.1	0.373352	0.380242	False	False
MSTRG.27883.3	-0.728410	-0.723062	False	False
MSTRG.27884.2	-3.222519	-2.490159	False	False
MSTRG.27884.1	2.231426	2.213078	True	True
MSTRG.27885.1	1.074686	1.072813	False	False
rna-ELECO.r07.5BG0419540.1	4.542384	4.479554	False	False
MSTRG.27888.2	-2.866713	-2.843592	False	False
rna-ELECO.r07.5BG0419520.1	1.228184	1.237405	False	False
rna-ELECO.r07.5BG0419530.1	0.759925	0.766158	False	False
rna-ELECO.r07.5BG0419550.1	0.469933	0.473261	False	False
MSTRG.27890.1	1.174548	1.183475	False	False
MSTRG.27892.1	0.636429	0.622754	False	False
rna-ELECO.r07.5BG0419580.1	3.349858	2.802454	False	False
rna-ELECO.r07.5BG0419570.1	0.684003	0.682299	False	False
MSTRG.27893.1	0.541308	0.546637	False	False
rna-ELECO.r07.5BG0419620.1	2.041338	2.029727	False	False
MSTRG.27894.2	0.958160	0.974318	False	False
rna-ELECO.r07.5BG0419640.1	-0.118175	-0.144238	False	False
rna-ELECO.r07.5BG0419660.1	21.845209	5.864004	False	False
MSTRG.27895.1	-1.873422	-1.865578	False	False
rna-ELECO.r07.5BG0419650.1	-0.731229	-0.721238	False	False
MSTRG.27896.1	0.964847	0.967104	False	False
rna-ELECO.r07.5BG0419670.1	4.683489	4.685891	False	False
rna-ELECO.r07.5BG0419680.1	1.235217	1.182542	False	False
rna-ELECO.r07.5BG0419710.1	0.424745	0.429007	False	False
MSTRG.27899.2	0.490981	0.497149	False	False
MSTRG.27899.3	-0.108104	-0.108964	False	False
rna-ELECO.r07.5BG0419720.1	-0.149004	-0.143600	False	False
rna-ELECO.r07.5BG0419730.1	0.740916	0.748097	False	False
MSTRG.27901.2	0.310399	0.252290	False	False
MSTRG.27902.3	-2.669208	-2.636703	False	False
MSTRG.27902.1	-0.985079	-0.982272	False	False
MSTRG.27902.2	-0.861848	-0.859968	False	False
MSTRG.27905.1	0.667256	0.669436	False	False
rna-ELECO.r07.5BG0419780.1	-1.356522	-1.338179	False	False
MSTRG.27904.2	3.295544	3.264801	False	False
MSTRG.27906.3	2.964679	2.874493	False	False
MSTRG.27906.1	1.094802	1.098783	False	False
MSTRG.27906.2	2.049199	2.019474	False	False
MSTRG.27906.4	-1.877445	-1.895770	False	False
rna-ELECO.r07.5BG0419790.1	1.087293	0.982335	False	False
MSTRG.27907.1	-0.131728	-0.141742	False	False
rna-ELECO.r07.5BG0419800.1	-1.339116	-1.298389	False	False
MSTRG.27908.2	-2.602525	-2.595973	False	False
MSTRG.27908.1	-1.949671	-1.943144	False	False
rna-ELECO.r07.5BG0419870.1	-3.186973	-3.169060	False	False
MSTRG.27908.4	-2.323766	-2.298408	False	False
MSTRG.27908.5	-24.958870	-22.683718	False	False
MSTRG.27909.1	0.643103	0.635841	False	False
rna-ELECO.r07.5BG0419890.1	0.244172	0.260542	False	False
MSTRG.27913.1	-2.845073	-2.575648	False	False
MSTRG.27914.1	0.921047	0.923481	False	False
rna-ELECO.r07.5BG0419920.1	0.957873	0.967759	False	False
MSTRG.27914.3	-2.576505	-2.521291	False	False
MSTRG.27911.1	0.018759	0.028198	False	False
rna-ELECO.r07.5BG0419900.1	-4.292241	-4.212186	False	False
rna-ELECO.r07.5BG0419940.1	2.022895	1.846511	False	False
MSTRG.27915.1	0.965408	0.973133	False	False
rna-ELECO.r07.5BG0419960.1	-0.434268	-0.426112	False	False
MSTRG.27917.1	0.353887	0.372400	False	False
MSTRG.27917.2	-2.993535	-2.980334	False	False
rna-ELECO.r07.5BG0419970.1	-3.280839	-3.251651	False	False
rna-ELECO.r07.5BG0419980.1	-1.650523	-1.644892	False	False
rna-ELECO.r07.5BG0420010.1	3.370997	3.431272	False	False
MSTRG.27918.2	0.462022	0.467730	False	False
rna-ELECO.r07.5BG0420020.1	1.730542	1.734373	False	False
MSTRG.27920.2	6.015664	6.091472	False	False
MSTRG.27921.1	3.397988	3.366052	False	False
rna-ELECO.r07.5BG0420030.1	2.055422	2.077545	False	False
MSTRG.27922.1	1.551883	1.555637	True	True
rna-ELECO.r07.5BG0420070.1	-2.796392	-2.475822	False	False
MSTRG.27924.1	0.614144	0.609045	False	False
MSTRG.27925.2	-5.630412	-5.386548	False	False
rna-ELECO.r07.5BG0420090.1	8.009963	4.196810	False	False
MSTRG.27925.1	0.390298	0.383785	False	False
rna-ELECO.r07.5BG0420060.1	-0.366911	-0.355680	False	False
rna-ELECO.r07.5BG0420110.1	0.033380	0.036122	False	False
MSTRG.27927.1	-0.205708	-0.194798	False	False
rna-ELECO.r07.5BG0420130.1	0.632072	0.587054	False	False
MSTRG.27929.1	-13.356699	-8.496018	False	False
MSTRG.27928.2	10.945460	7.826170	False	False
MSTRG.27928.5	9.682854	6.477491	False	False
MSTRG.27928.1	-1.952298	-1.945297	False	False
MSTRG.27928.3	-1.007306	-0.999125	False	False
MSTRG.27928.4	-2.712291	-2.693725	False	False
rna-ELECO.r07.5BG0420140.1	-1.172150	-1.167318	False	False
rna-ELECO.r07.5BG0420170.1	-0.135537	-0.130778	False	False
rna-ELECO.r07.5BG0420160.1	-2.946401	-2.937641	False	False
rna-ELECO.r07.5BG0420180.1	-2.466917	-2.457413	False	False
MSTRG.27932.1	-6.437799	-6.141190	False	False
MSTRG.27933.1	-4.041623	-3.587742	False	False
MSTRG.27935.1	-0.517569	-0.507173	False	False
rna-ELECO.r07.5BG0420220.1	0.987586	0.995381	False	False
MSTRG.27938.1	-25.634759	-6.214303	False	False
MSTRG.27937.1	-0.198730	-0.192068	False	False
rna-ELECO.r07.5BG0420250.1	0.531120	0.541016	False	False
MSTRG.27940.1	-0.026074	-0.020681	False	False
rna-ELECO.r07.5BG0420230.1	-2.647682	-2.639817	False	False
rna-ELECO.r07.5BG0420290.1	0.891503	0.896803	False	False
MSTRG.27941.1	0.629193	0.625577	False	False
rna-ELECO.r07.5BG0420300.1	0.358627	0.398999	False	False
MSTRG.27941.3	-2.504661	-2.593349	False	False
rna-ELECO.r07.5BG0420310.1	7.892957	5.696748	False	False
MSTRG.27942.1	1.696858	1.701243	False	False
rna-ELECO.r07.5BG0420340.1	-5.888156	-5.741943	False	False
MSTRG.27944.1	-0.341075	-0.332541	False	False
rna-ELECO.r07.5BG0420350.1	1.088358	1.063889	False	False
rna-ELECO.r07.5BG0420370.1	-12.037480	-8.990220	False	False
MSTRG.27945.2	0.755098	0.745907	False	False
MSTRG.27946.1	-0.134050	-0.123611	False	False
MSTRG.27948.4	-25.198973	-7.273676	False	False
MSTRG.27948.1	0.079254	0.087397	False	False
MSTRG.27948.2	-3.242979	-3.073079	False	False
MSTRG.27949.1	-1.168796	-1.159929	False	False
MSTRG.27950.2	9.663706	6.635244	False	False
rna-ELECO.r07.5BG0420400.1	-0.443431	-0.432774	False	False
MSTRG.27950.3	0.499861	0.484709	False	False
MSTRG.27951.1	-26.021882	-6.405406	False	False
MSTRG.27953.1	0.668502	0.644058	False	False
MSTRG.27952.1	0.363963	0.369859	False	False
MSTRG.27952.2	-0.046552	-0.051935	False	False
MSTRG.27954.1	-1.116113	-1.109876	False	False
MSTRG.27954.2	-0.340890	-0.331608	False	False
MSTRG.27954.3	0.137823	0.155432	False	False
rna-ELECO.r07.5BG0420440.1	0.969419	0.972186	False	False
MSTRG.27956.2	-0.198897	-0.192713	False	False
MSTRG.27956.1	1.957878	1.937242	True	True
MSTRG.27956.3	-25.973414	-22.083627	False	False
rna-ELECO.r07.5BG0420480.1	-0.054310	-0.045341	False	False
rna-ELECO.r07.5BG0420500.1	-9.842901	-5.838853	False	False
rna-ELECO.r07.5BG0420510.1	2.979935	2.970581	False	False
MSTRG.27960.1	2.885393	2.873401	False	False
rna-ELECO.r07.5BG0420530.1	0.977815	0.976440	False	False
rna-ELECO.r07.5BG0420520.1	1.359885	1.367409	False	False
MSTRG.27963.1	10.647515	8.399183	False	False
MSTRG.27963.3	10.711499	8.415780	False	False
MSTRG.27963.4	10.138234	7.857854	False	False
MSTRG.27963.5	2.920985	2.909174	False	False
rna-ELECO.r07.5BG0420570.1	-0.506277	-0.498972	False	False
MSTRG.27967.3	22.597612	19.926684	False	False
rna-ELECO.r07.5BG0420580.1	7.156798	4.299189	False	False
MSTRG.27967.5	-2.549773	-2.437428	False	False
MSTRG.27967.2	1.346102	1.354302	False	False
MSTRG.27967.1	2.439673	2.437662	False	False
MSTRG.27969.1	1.791735	1.795348	False	False
rna-ELECO.r07.5BG0420650.1	3.286273	3.270367	False	False
rna-ELECO.r07.5BG0420670.1	3.211828	2.869724	False	False
rna-ELECO.r07.5BG0420680.1	-0.367124	-0.380778	False	False
rna-ELECO.r07.5BG0420690.1	8.116330	4.615217	False	False
MSTRG.27970.1	0.740801	0.750931	False	False
MSTRG.27971.2	12.681840	10.052393	False	False
MSTRG.27971.1	-0.462197	-0.457654	False	False
MSTRG.27971.3	1.716810	1.713929	False	False
MSTRG.27972.1	0.408655	0.417660	False	False
rna-ELECO.r07.5BG0420740.1	-2.639750	-2.627149	False	False
rna-ELECO.r07.5BG0420770.1	-4.675224	-4.594559	False	False
rna-ELECO.r07.5BG0420820.1	0.913213	0.913241	False	False
MSTRG.27976.1	5.309263	5.280124	False	False
MSTRG.27976.2	0.929685	0.903958	False	False
rna-ELECO.r07.5BG0420830.1	0.232476	0.259200	False	False
MSTRG.27977.3	-5.427257	-4.577408	False	False
MSTRG.27977.1	0.870475	0.872244	False	False
rna-ELECO.r07.5BG0420850.1	5.007786	4.748173	False	False
rna-ELECO.r07.5BG0420860.1	1.726939	1.723628	False	False
MSTRG.27979.1	-1.814417	-1.847043	False	False
MSTRG.27980.1	1.160756	1.087089	False	False
rna-ELECO.r07.5BG0420760.1	-3.244990	-3.235735	False	False
MSTRG.27981.3	-0.899391	-0.880004	False	False
rna-ELECO.r07.5BG0420930.1	-0.878019	-0.869144	False	False
MSTRG.27981.2	-0.640868	-0.626002	False	False
MSTRG.27982.1	0.289492	0.297368	False	False
rna-ELECO.r07.5BG0420940.1	-0.892790	-0.890739	False	False
MSTRG.27983.1	-0.415196	-0.422063	False	False
rna-ELECO.r07.5BG0421100.1	1.034703	1.046067	False	False
rna-ELECO.r07.5BG0421120.1	0.397643	0.398653	False	False
MSTRG.27993.1	-11.736088	-5.846474	False	False
rna-ELECO.r07.5BG0421200.1	-1.772070	-1.744292	False	False
MSTRG.27995.2	0.287285	0.296630	False	False
MSTRG.27995.1	0.165794	0.172960	False	False
MSTRG.27999.1	1.354787	1.347913	False	False
MSTRG.27999.2	0.811385	0.818531	False	False
MSTRG.28000.2	23.464206	20.149198	False	False
rna-ELECO.r07.5BG0421270.1	0.743697	0.725863	False	False
rna-ELECO.r07.5BG0421280.1	-5.325942	-4.964931	False	False
MSTRG.28004.2	10.094044	7.821078	False	False
rna-ELECO.r07.5BG0421350.1	7.902300	5.468859	False	False
MSTRG.28004.5	-2.919758	-2.634074	False	False
MSTRG.28004.1	0.118851	0.110537	False	False
MSTRG.28004.4	-5.662573	-5.443201	False	False
rna-ELECO.r07.5BG0421440.1	-2.163169	-2.123793	False	False
MSTRG.28006.1	8.635128	4.756626	False	False
MSTRG.28006.2	2.774652	2.713176	False	False
rna-ELECO.r07.5BG0421470.1	8.016625	3.409297	False	False
MSTRG.28007.2	2.133108	2.122541	False	False
MSTRG.28007.1	2.608068	2.573635	False	False
rna-ELECO.r07.5BG0421450.1	0.654242	0.671302	False	False
rna-ELECO.r07.5BG0421490.1	0.050447	0.033374	False	False
MSTRG.28008.1	1.092129	1.099443	False	False
rna-ELECO.r07.5BG0421500.1	-0.800822	-0.790908	False	False
rna-ELECO.r07.5BG0421510.1	-3.670808	-3.663562	False	False
rna-ELECO.r07.5BG0421530.1	2.974705	2.906528	False	False
rna-ELECO.r07.5BG0421580.1	0.250113	0.263974	False	False
rna-ELECO.r07.5BG0421600.1	1.855141	1.790767	False	False
rna-ELECO.r07.5BG0421590.1	1.991625	1.997745	False	False
rna-ELECO.r07.5BG0421630.1	-0.277388	-0.268731	False	False
MSTRG.28014.2	-1.311769	-1.291642	False	False
rna-ELECO.r07.5BG0421650.1	1.960097	1.970295	False	False
rna-ELECO.r07.5BG0421740.1	11.304443	8.371026	False	False
MSTRG.28018.2	-0.962388	-0.953215	False	False
MSTRG.28019.1	9.776678	5.562083	True	True
MSTRG.28019.2	0.493618	0.490267	False	False
MSTRG.28020.1	-0.068519	-0.055211	False	False
rna-ELECO.r07.5BG0421750.1	0.451994	0.449758	False	False
MSTRG.28022.2	-0.766213	-0.776888	False	False
MSTRG.28022.1	-0.072360	-0.064288	False	False
rna-ELECO.r07.5BG0421770.1	-0.397599	-0.389425	False	False
MSTRG.28023.2	9.509849	7.694309	False	False
rna-ELECO.r07.5BG0421780.1	12.063845	10.195719	False	False
MSTRG.28023.1	-0.001464	0.006082	False	False
rna-ELECO.r07.5BG0421800.1	-0.051933	-0.042427	False	False
MSTRG.28025.1	-1.631249	-1.533305	False	False
rna-ELECO.r07.5BG0421810.1	0.166256	0.173496	False	False
MSTRG.28026.1	1.650819	1.658051	False	False
MSTRG.28017.3	-4.882712	-4.873015	False	False
MSTRG.28017.10	-27.589423	-25.456279	False	False
MSTRG.28017.6	-28.407956	-26.111438	False	False
MSTRG.28017.8	-25.666714	-24.518562	False	False
MSTRG.28017.9	-24.319080	-23.298986	False	False
MSTRG.28017.1	-3.253522	-3.243062	False	False
MSTRG.28017.2	-2.457602	-2.450334	False	False
MSTRG.28017.4	-3.269012	-3.248336	False	False
MSTRG.28017.5	-2.421757	-2.408402	False	False
MSTRG.28017.7	-2.783018	-2.769190	False	False
MSTRG.28027.1	2.408820	2.417915	False	False
rna-ELECO.r07.5BG0421820.1	0.148253	0.154878	False	False
rna-ELECO.r07.5BG0421830.1	2.496846	2.398754	False	False
MSTRG.28028.1	0.847792	0.841490	False	False
rna-ELECO.r07.5BG0421840.1	-0.212090	-0.200816	False	False
rna-ELECO.r07.5BG0421860.1	0.897141	0.905907	False	False
MSTRG.28032.2	-25.601588	-22.440631	False	False
rna-ELECO.r07.5BG0421870.1	-1.168184	-1.156729	False	False
rna-ELECO.r07.5BG0421910.1	0.420969	0.453793	False	False
MSTRG.28033.1	4.159067	4.112941	False	False
MSTRG.28033.2	2.780008	2.734491	False	False
rna-ELECO.r07.5BG0421930.1	-2.200888	-2.188356	False	False
rna-ELECO.r07.5BG0421950.1	21.346187	5.388968	False	False
MSTRG.28036.1	-0.223150	-0.226733	False	False
rna-ELECO.r07.5BG0421970.1	-0.555528	-0.548368	False	False
MSTRG.28035.1	2.131596	2.123661	False	False
rna-ELECO.r07.5BG0422000.1	1.196928	1.192056	False	False
MSTRG.28039.1	-0.467062	-0.457080	False	False
rna-ELECO.r07.5BG0422020.1	2.680943	2.640695	False	False
MSTRG.28041.2	7.840601	5.090760	False	False
MSTRG.28041.1	3.093866	3.082017	False	True
rna-ELECO.r07.5BG0422070.1	-0.234779	-0.204368	False	False
rna-ELECO.r07.5BG0422060.1	1.473684	1.480609	False	False
rna-ELECO.r07.5BG0422080.1	1.525147	1.524461	False	False
rna-ELECO.r07.5BG0422100.1	-6.539678	-6.521062	False	False
rna-ELECO.r07.5BG0422110.1	-1.141295	-1.140528	False	False
MSTRG.28047.3	-25.242667	-7.199733	False	False
MSTRG.28047.1	1.650462	1.650838	False	False
rna-ELECO.r07.5BG0422140.1	6.650318	3.424545	False	False
rna-ELECO.r07.5BG0422150.1	8.066247	5.077285	False	False
MSTRG.28050.1	1.755916	1.755132	False	False
rna-ELECO.r07.5BG0422130.1	-0.923436	-0.914969	False	False
MSTRG.28049.2	-0.136311	-0.128306	False	False
rna-ELECO.r07.5BG0422170.1	1.406414	1.326716	False	False
MSTRG.28051.2	-1.831425	-1.821511	False	False
MSTRG.28051.1	-0.289618	-0.280183	False	False
MSTRG.28053.1	-0.039389	-0.029203	False	False
rna-ELECO.r07.5BG0422180.1	4.295532	4.152798	False	False
